trial,score,duration_ms,status,config
10,0.647400,0,Completed,"homeostasis.homeo_eta=Float(0.16079845433374831);homeostasis.meta_alpha=Float(0.022011983377396127);homeostasis.target_firing_rate=Float(0.08166741391915534);learning.weight_decay=Float(0.0038519637078749864);memory.consolidation_rate=Float(0.004343106700164059);learning.base_learning_rate=Float(0.03773332810907935);energy.cost_fire_ratio=Float(0.03779934900528736);curiosity.habituation_rate=Float(0.9243466131015091);curiosity.surprise_threshold=Float(0.021019425570503677);learning.stdp_a_plus=Float(0.024810143921014424);energy.plasticity_cost_factor=Float(0.06969261103302533);network.initial_inh_weight=Float(0.3662843162348225);network.initial_exc_weight=Float(0.05245261163507882);memory.tag_decay_rate=Float(0.01785124663888739);timing.eligibility_trace_tau=Float(226.55684996316137);learning.istdp_rate=Float(0.0016297890975907887);timing.refractory_period=Int(5);working_memory.recurrent_strength=Float(0.5419586555082254);timing.stdp_tau_plus=Float(48.87194280253536);learning.trace_increment=Float(0.1702746022307022);competition.interval=Int(11);curiosity.scale=Float(0.1595917750242147);energy.recovery_rate=Float(11.526863868005309);homeostasis.homeo_interval=Int(1);homeostasis.meta_threshold=Float(0.14608151428310234);learning.stdp_a_minus=Float(0.04824023040203383);homeostasis.memory_alpha=Float(0.016025147685088486);timing.stp_recovery_tau=Float(102.76857375930263);working_memory.capacity=Int(5);memory.weight_clamp=Float(1.882659271564954);energy.max_energy=Float(51.34062359606396);predictive.state_learning_rate=Float(0.0836892963418945);competition.strength=Float(0.16637470369841315);stp.use_fraction=Float(0.1534225052812655);memory.capture_threshold=Float(0.08150427685619897);memory.dopamine_sensitivity=Float(4.178220897255983);learning.ltp_ltd_ratio=Float(1.4694445392744253);network.inhibitory_ratio=Float(0.11385545211701083);network.initial_threshold=Float(0.13339438914167565);working_memory.decay_rate=Float(0.05100424080528417);timing.stdp_window=Int(14);timing.stdp_tau_minus=Float(26.88352162993595);predictive.inference_iterations=Int(1);sleep.interval=Int(3352)"
11,0.293261,1,Completed,"timing.refractory_period=Int(5);timing.stdp_tau_plus=Float(48.00849445816327);network.inhibitory_ratio=Float(0.1906045322983071);learning.ltp_ltd_ratio=Float(1.699239533324549);homeostasis.meta_threshold=Float(0.13900253354548536);curiosity.surprise_threshold=Float(0.014916768661913642);energy.max_energy=Float(121.27854746563327);timing.eligibility_trace_tau=Float(160.0366608379494);learning.istdp_rate=Float(0.005007356563957259);sleep.interval=Int(3837);predictive.inference_iterations=Int(3);homeostasis.memory_alpha=Float(0.028467104506787636);learning.weight_decay=Float(0.00016582831871598687);network.initial_exc_weight=Float(0.033990029167381586);working_memory.recurrent_strength=Float(0.6074735744873698);memory.weight_clamp=Float(1.1376034915767619);competition.interval=Int(11);homeostasis.homeo_interval=Int(8);memory.consolidation_rate=Float(0.004871827350969387);stp.use_fraction=Float(0.13313264845244882);timing.stp_recovery_tau=Float(93.66830818906155);working_memory.capacity=Int(3);learning.stdp_a_minus=Float(0.003328868447646701);predictive.state_learning_rate=Float(0.04026354884036434);memory.capture_threshold=Float(0.16876019098999914);energy.plasticity_cost_factor=Float(0.0689846426828263);memory.tag_decay_rate=Float(0.02465521882163715);network.initial_threshold=Float(0.21562971512685292);network.initial_inh_weight=Float(0.10578471529432217);curiosity.scale=Float(0.04995256363413123);energy.cost_fire_ratio=Float(0.027744931722466115);learning.base_learning_rate=Float(0.01310143780058749);competition.strength=Float(0.2189175083578838);energy.recovery_rate=Float(5.745574564846599);homeostasis.target_firing_rate=Float(0.10355581526494488);curiosity.habituation_rate=Float(0.9407511516303642);learning.stdp_a_plus=Float(0.04806000894565601);memory.dopamine_sensitivity=Float(5.426721979497635);timing.stdp_tau_minus=Float(20.992760061284706);homeostasis.homeo_eta=Float(0.02349075968225737);homeostasis.meta_alpha=Float(0.004817139539359403);timing.stdp_window=Int(19);working_memory.decay_rate=Float(0.02680332635804157);learning.trace_increment=Float(0.10586782302844056)"
12,0.381631,1,Completed,"learning.trace_increment=Float(0.05749442982661874);memory.consolidation_rate=Float(0.0024005368706072998);stp.use_fraction=Float(0.130276340846968);energy.recovery_rate=Float(10.776656337496046);homeostasis.memory_alpha=Float(0.019349171393399398);learning.base_learning_rate=Float(0.012832341650229027);network.initial_inh_weight=Float(0.3805722705741814);working_memory.capacity=Int(3);competition.strength=Float(0.24251062677765978);curiosity.surprise_threshold=Float(0.02309718110694019);working_memory.recurrent_strength=Float(0.5151138782652825);predictive.inference_iterations=Int(3);energy.max_energy=Float(93.68265495721313);competition.interval=Int(5);predictive.state_learning_rate=Float(0.06937508305054509);timing.stdp_tau_plus=Float(45.71272328163328);timing.stdp_tau_minus=Float(9.814340966943265);sleep.interval=Int(4194);energy.cost_fire_ratio=Float(0.0671861376653393);timing.stp_recovery_tau=Float(173.43644307074987);homeostasis.meta_alpha=Float(0.010574486649496128);timing.refractory_period=Int(7);network.inhibitory_ratio=Float(0.2246396754460036);working_memory.decay_rate=Float(0.05087200198808499);learning.stdp_a_minus=Float(0.022458848494910366);learning.ltp_ltd_ratio=Float(2.047762647747938);memory.weight_clamp=Float(1.1777143041085718);network.initial_threshold=Float(0.149291675456169);learning.istdp_rate=Float(0.005049712979642142);energy.plasticity_cost_factor=Float(0.04339996919813566);homeostasis.homeo_interval=Int(5);homeostasis.meta_threshold=Float(0.13910294816342716);learning.stdp_a_plus=Float(0.017568250047873765);curiosity.habituation_rate=Float(0.9399998933877796);memory.capture_threshold=Float(0.1674015020642899);memory.tag_decay_rate=Float(0.024564094019952253);curiosity.scale=Float(0.08053215449921138);timing.stdp_window=Int(24);homeostasis.homeo_eta=Float(0.058160521785766015);homeostasis.target_firing_rate=Float(0.1086200574409729);learning.weight_decay=Float(0.0031496989153185157);network.initial_exc_weight=Float(0.04984500150425476);timing.eligibility_trace_tau=Float(212.9390967807125);memory.dopamine_sensitivity=Float(4.488781000368479)"
13,0.599260,1,Completed,"predictive.state_learning_rate=Float(0.19067532200614812);competition.interval=Int(11);timing.stp_recovery_tau=Float(132.86834312204002);energy.cost_fire_ratio=Float(0.06647257563575928);energy.plasticity_cost_factor=Float(0.07750719624280632);learning.stdp_a_plus=Float(0.004752059328312068);memory.consolidation_rate=Float(0.0020570162777223196);homeostasis.homeo_eta=Float(0.019153339178104266);learning.stdp_a_minus=Float(0.005059046328780019);network.initial_exc_weight=Float(0.0654204855452805);predictive.inference_iterations=Int(4);stp.use_fraction=Float(0.12327434387367087);timing.stdp_tau_plus=Float(33.518455283138536);network.initial_threshold=Float(0.11316516064413944);working_memory.capacity=Int(5);learning.base_learning_rate=Float(0.023698738085268706);curiosity.scale=Float(0.12024355164501897);homeostasis.target_firing_rate=Float(0.09108509411594948);network.initial_inh_weight=Float(0.6825169047300045);homeostasis.meta_threshold=Float(0.0622325293515419);learning.ltp_ltd_ratio=Float(2.3922543272823686);timing.stdp_tau_minus=Float(26.162357705450233);working_memory.recurrent_strength=Float(0.6420261368835406);timing.eligibility_trace_tau=Float(234.78862120182922);energy.max_energy=Float(90.62986310818928);timing.refractory_period=Int(5);learning.trace_increment=Float(0.10484422018165798);learning.istdp_rate=Float(0.004890646458438283);homeostasis.memory_alpha=Float(0.027263353569960073);timing.stdp_window=Int(34);competition.strength=Float(0.20888269210906762);network.inhibitory_ratio=Float(0.11492821160120151);sleep.interval=Int(572);curiosity.habituation_rate=Float(0.9110716994500421);homeostasis.meta_alpha=Float(0.010708339514142913);working_memory.decay_rate=Float(0.04530991682091493);memory.dopamine_sensitivity=Float(1.4356252251741535);energy.recovery_rate=Float(1.8684503289098968);curiosity.surprise_threshold=Float(0.032095015969149536);memory.tag_decay_rate=Float(0.019482631166345122);memory.weight_clamp=Float(1.607035316668226);learning.weight_decay=Float(0.004475008825372208);memory.capture_threshold=Float(0.14850565101916569);homeostasis.homeo_interval=Int(10)"
14,0.296829,1,Completed,"learning.trace_increment=Float(0.05004493939924169);curiosity.surprise_threshold=Float(0.008534544803792272);learning.ltp_ltd_ratio=Float(1.3173047062748355);energy.plasticity_cost_factor=Float(0.030484047485628177);learning.weight_decay=Float(0.00492018638824117);homeostasis.homeo_eta=Float(0.17115850294035825);homeostasis.meta_alpha=Float(0.015252445485967315);memory.weight_clamp=Float(1.5108922646639154);network.initial_exc_weight=Float(0.049107566212561814);network.initial_threshold=Float(0.26063969781637186);homeostasis.homeo_interval=Int(6);network.initial_inh_weight=Float(0.6598464558273196);predictive.inference_iterations=Int(3);working_memory.recurrent_strength=Float(0.6538525458667084);network.inhibitory_ratio=Float(0.1232770151978538);learning.base_learning_rate=Float(0.02823566255118597);predictive.state_learning_rate=Float(0.08097244196128389);sleep.interval=Int(1691);timing.stdp_tau_plus=Float(35.35793057069134);competition.interval=Int(12);homeostasis.meta_threshold=Float(0.11638407045192646);memory.consolidation_rate=Float(0.0007887332573273995);competition.strength=Float(0.23328626028571425);timing.refractory_period=Int(9);timing.stdp_window=Int(28);timing.stdp_tau_minus=Float(15.473586878616732);learning.istdp_rate=Float(0.0037168052313888457);working_memory.capacity=Int(5);memory.tag_decay_rate=Float(0.005929324430164258);working_memory.decay_rate=Float(0.009517782603976732);energy.max_energy=Float(74.19683928000667);timing.stp_recovery_tau=Float(75.83442687192802);energy.recovery_rate=Float(10.567825477935333);stp.use_fraction=Float(0.05540970853888656);curiosity.scale=Float(0.13079323523230693);energy.cost_fire_ratio=Float(0.06966089703600409);homeostasis.memory_alpha=Float(0.03772427426365303);timing.eligibility_trace_tau=Float(110.90376257451804);learning.stdp_a_minus=Float(0.01698978852783092);homeostasis.target_firing_rate=Float(0.13431884421136203);curiosity.habituation_rate=Float(0.9044663514270136);learning.stdp_a_plus=Float(0.004019178645224119);memory.dopamine_sensitivity=Float(2.9682974007372502);memory.capture_threshold=Float(0.13742931999439126)"
15,0.438075,1,Completed,"memory.consolidation_rate=Float(0.004377456287545492);network.initial_inh_weight=Float(0.47722127995854735);network.initial_exc_weight=Float(0.07964223229085148);stp.use_fraction=Float(0.11818894100566138);energy.cost_fire_ratio=Float(0.031012731907193718);learning.trace_increment=Float(0.12998701547737862);competition.strength=Float(0.11026253151014972);memory.capture_threshold=Float(0.07097341081150188);memory.dopamine_sensitivity=Float(4.812119637572234);predictive.state_learning_rate=Float(0.10112469604032223);learning.ltp_ltd_ratio=Float(1.2663900228837481);homeostasis.meta_threshold=Float(0.1661489688363273);sleep.interval=Int(1296);timing.refractory_period=Int(9);homeostasis.homeo_interval=Int(3);learning.stdp_a_plus=Float(0.04320046050036337);predictive.inference_iterations=Int(3);timing.stdp_tau_plus=Float(50.054930774507795);memory.weight_clamp=Float(2.37295430930633);timing.stdp_window=Int(36);working_memory.recurrent_strength=Float(0.514847214930888);competition.interval=Int(10);curiosity.habituation_rate=Float(0.9035813647870863);network.initial_threshold=Float(0.2717467789006761);timing.stdp_tau_minus=Float(12.68286533599786);timing.stp_recovery_tau=Float(70.07105993574277);homeostasis.meta_alpha=Float(0.01116433681528185);homeostasis.homeo_eta=Float(0.06582537885425271);timing.eligibility_trace_tau=Float(128.0576823926665);energy.max_energy=Float(117.01848645857966);energy.plasticity_cost_factor=Float(0.06505176500069251);homeostasis.memory_alpha=Float(0.04412250910515955);memory.tag_decay_rate=Float(0.008929265238095369);homeostasis.target_firing_rate=Float(0.10342030857536484);network.inhibitory_ratio=Float(0.17549513992282917);learning.base_learning_rate=Float(0.01992745209600019);energy.recovery_rate=Float(9.829306215240925);learning.istdp_rate=Float(0.0011622722848463507);curiosity.scale=Float(0.1925666536955551);working_memory.capacity=Int(3);learning.weight_decay=Float(0.000450779259174778);working_memory.decay_rate=Float(0.020234943938030617);learning.stdp_a_minus=Float(0.044394544666259216);curiosity.surprise_threshold=Float(0.048906918051630936)"
16,0.615876,1,Completed,"energy.cost_fire_ratio=Float(0.06506903130911966);energy.max_energy=Float(100.51023917051737);homeostasis.homeo_eta=Float(0.12907763416857404);network.initial_exc_weight=Float(0.024988899586021178);curiosity.surprise_threshold=Float(0.047723033821611444);timing.eligibility_trace_tau=Float(273.717645980352);timing.stdp_tau_minus=Float(10.600830930192217);homeostasis.memory_alpha=Float(0.021642573483205068);energy.recovery_rate=Float(1.8619719894747184);learning.weight_decay=Float(0.0011708921192798048);learning.ltp_ltd_ratio=Float(2.1264691606924098);memory.weight_clamp=Float(1.596048673753638);predictive.inference_iterations=Int(1);homeostasis.target_firing_rate=Float(0.0365325444206904);timing.refractory_period=Int(9);memory.capture_threshold=Float(0.0721520568644982);sleep.interval=Int(4879);network.initial_inh_weight=Float(0.5802100725193066);energy.plasticity_cost_factor=Float(0.030010166624563316);learning.istdp_rate=Float(0.0021378214467637755);curiosity.scale=Float(0.07127645622270098);memory.tag_decay_rate=Float(0.019261867075753836);homeostasis.homeo_interval=Int(9);learning.base_learning_rate=Float(0.034828942877899144);timing.stdp_tau_plus=Float(46.436289333839966);working_memory.recurrent_strength=Float(0.7247665719070393);working_memory.decay_rate=Float(0.0445558737613158);learning.trace_increment=Float(0.09951333599153751);learning.stdp_a_minus=Float(0.00785256770366164);learning.stdp_a_plus=Float(0.001725763739022837);curiosity.habituation_rate=Float(0.9348759620808708);competition.interval=Int(9);competition.strength=Float(0.2258874112101941);homeostasis.meta_alpha=Float(0.012036239437767361);homeostasis.meta_threshold=Float(0.14483201786522568);network.inhibitory_ratio=Float(0.11084477461661324);timing.stdp_window=Int(35);predictive.state_learning_rate=Float(0.23088034366277985);memory.dopamine_sensitivity=Float(5.387812858072066);stp.use_fraction=Float(0.16291890628936676);memory.consolidation_rate=Float(0.0023663731096001278);working_memory.capacity=Int(3);timing.stp_recovery_tau=Float(126.89522726621834);network.initial_threshold=Float(0.24575792135339183)"
17,0.328560,2,Completed,"working_memory.capacity=Int(4);working_memory.decay_rate=Float(0.018788213709785652);energy.recovery_rate=Float(11.677664906409957);network.inhibitory_ratio=Float(0.13562193611534823);homeostasis.target_firing_rate=Float(0.13539318456440075);learning.trace_increment=Float(0.1361874651946564);memory.consolidation_rate=Float(0.0019152610052878183);timing.stdp_tau_plus=Float(39.761277383603456);homeostasis.homeo_interval=Int(4);timing.stdp_tau_minus=Float(24.60967345736215);working_memory.recurrent_strength=Float(0.7124223423568583);network.initial_inh_weight=Float(0.26094232251889593);timing.stdp_window=Int(41);curiosity.surprise_threshold=Float(0.04211202701160499);memory.tag_decay_rate=Float(0.004800214148778519);memory.capture_threshold=Float(0.08112438071545316);stp.use_fraction=Float(0.16140802708952875);timing.eligibility_trace_tau=Float(105.19846239015425);homeostasis.homeo_eta=Float(0.2423915359592977);curiosity.habituation_rate=Float(0.9303762470310033);learning.ltp_ltd_ratio=Float(1.3448927068023226);timing.stp_recovery_tau=Float(173.2103964135075);homeostasis.meta_alpha=Float(0.02211776619290881);competition.strength=Float(0.16035221779261535);sleep.interval=Int(1044);learning.base_learning_rate=Float(0.002740677423947648);memory.dopamine_sensitivity=Float(2.266163830940184);curiosity.scale=Float(0.2521216793502964);learning.stdp_a_plus=Float(0.01357020429558358);network.initial_exc_weight=Float(0.062990747097179);learning.istdp_rate=Float(0.004815915012153778);memory.weight_clamp=Float(1.4899345413991099);network.initial_threshold=Float(0.1036918209874285);predictive.inference_iterations=Int(4);energy.cost_fire_ratio=Float(0.064162622227837);competition.interval=Int(8);homeostasis.meta_threshold=Float(0.11936168992411385);learning.stdp_a_minus=Float(0.010001699256943934);energy.plasticity_cost_factor=Float(0.04260148079660756);energy.max_energy=Float(115.53895408649439);homeostasis.memory_alpha=Float(0.014591479735586672);learning.weight_decay=Float(0.004286393451473302);predictive.state_learning_rate=Float(0.17397154442592794);timing.refractory_period=Int(2)"
18,0.436429,3,Completed,"competition.interval=Int(7);energy.cost_fire_ratio=Float(0.057016976193296015);learning.istdp_rate=Float(0.004928039252927536);learning.stdp_a_plus=Float(0.046304913669662766);stp.use_fraction=Float(0.15118212786065);energy.recovery_rate=Float(10.00995386415393);curiosity.surprise_threshold=Float(0.029684202995543415);learning.weight_decay=Float(0.002632770502488774);memory.capture_threshold=Float(0.06081866398705604);curiosity.scale=Float(0.10074607409321377);predictive.inference_iterations=Int(1);timing.stp_recovery_tau=Float(86.07758804831597);memory.tag_decay_rate=Float(0.01885038967683222);learning.stdp_a_minus=Float(0.011588772090056161);working_memory.recurrent_strength=Float(0.5521448600460181);memory.weight_clamp=Float(1.9082923747851264);energy.plasticity_cost_factor=Float(0.03876174416829872);timing.stdp_window=Int(23);competition.strength=Float(0.15718184021701614);learning.trace_increment=Float(0.09286725325343834);network.initial_threshold=Float(0.26178413093131603);curiosity.habituation_rate=Float(0.9195133074625659);timing.stdp_tau_plus=Float(50.89830892414281);memory.consolidation_rate=Float(0.000860330023956562);network.inhibitory_ratio=Float(0.15297716878191037);memory.dopamine_sensitivity=Float(1.5214660054821207);learning.ltp_ltd_ratio=Float(1.0286672096766223);homeostasis.target_firing_rate=Float(0.12329904758215395);timing.refractory_period=Int(5);predictive.state_learning_rate=Float(0.05806931811572735);working_memory.decay_rate=Float(0.048950243834161716);homeostasis.homeo_interval=Int(2);homeostasis.homeo_eta=Float(0.1147042280842327);homeostasis.meta_threshold=Float(0.13164363123514775);learning.base_learning_rate=Float(0.023205140887341727);network.initial_exc_weight=Float(0.02009896880018035);homeostasis.meta_alpha=Float(0.02347026946057339);network.initial_inh_weight=Float(0.7587119412279483);timing.eligibility_trace_tau=Float(257.0020860775844);timing.stdp_tau_minus=Float(18.67160014195172);working_memory.capacity=Int(3);homeostasis.memory_alpha=Float(0.04095572298531321);sleep.interval=Int(1049);energy.max_energy=Float(79.15570325664144)"
19,0.606704,1,Completed,"stp.use_fraction=Float(0.1144456957384119);homeostasis.homeo_eta=Float(0.07836392529503533);timing.stdp_tau_minus=Float(5.659802588787815);curiosity.scale=Float(0.1149456178408455);working_memory.decay_rate=Float(0.021280277021294525);memory.consolidation_rate=Float(0.0031419764604517205);learning.weight_decay=Float(0.0023309328514805375);sleep.interval=Int(2182);competition.interval=Int(6);homeostasis.homeo_interval=Int(8);energy.recovery_rate=Float(8.065105519971137);learning.stdp_a_minus=Float(0.03661496467553428);memory.tag_decay_rate=Float(0.020587237690246486);learning.istdp_rate=Float(0.002420579567463272);working_memory.capacity=Int(3);working_memory.recurrent_strength=Float(0.6635216183060597);learning.ltp_ltd_ratio=Float(1.7724365961673756);energy.plasticity_cost_factor=Float(0.05711882897352773);energy.max_energy=Float(101.9061564705116);homeostasis.memory_alpha=Float(0.026870193352659746);timing.refractory_period=Int(1);homeostasis.meta_alpha=Float(0.018906013793755793);network.inhibitory_ratio=Float(0.107461486805105);homeostasis.meta_threshold=Float(0.16082978525916808);learning.stdp_a_plus=Float(0.04191271472929808);memory.dopamine_sensitivity=Float(3.7768860840650476);memory.weight_clamp=Float(2.3005126773613767);predictive.state_learning_rate=Float(0.2222291211765793);network.initial_exc_weight=Float(0.05938977494588815);curiosity.habituation_rate=Float(0.9339054011946789);timing.stdp_tau_plus=Float(34.651423535461404);timing.stp_recovery_tau=Float(137.6540788071356);curiosity.surprise_threshold=Float(0.010443575948580069);network.initial_threshold=Float(0.17058814150993437);memory.capture_threshold=Float(0.05127741572244033);energy.cost_fire_ratio=Float(0.07882220908739189);learning.base_learning_rate=Float(0.05005176860095276);competition.strength=Float(0.14706535163500006);network.initial_inh_weight=Float(0.12937728684148223);predictive.inference_iterations=Int(1);learning.trace_increment=Float(0.12716425329613598);timing.eligibility_trace_tau=Float(83.79416999728284);homeostasis.target_firing_rate=Float(0.12767667851356712);timing.stdp_window=Int(20)"
20,0.323720,3,Completed,"predictive.inference_iterations=Int(3);network.inhibitory_ratio=Float(0.10133749072005449);predictive.state_learning_rate=Float(0.16190140664156094);homeostasis.homeo_interval=Int(9);learning.ltp_ltd_ratio=Float(1.5340470807938946);learning.stdp_a_plus=Float(0.01141873222156864);competition.strength=Float(0.15599591807834712);timing.refractory_period=Int(1);energy.max_energy=Float(111.3629950004078);network.initial_threshold=Float(0.14082631991264094);homeostasis.homeo_eta=Float(0.10752162207791618);curiosity.habituation_rate=Float(0.944205126373378);memory.consolidation_rate=Float(0.0012942531033638524);timing.eligibility_trace_tau=Float(258.01821539830837);memory.tag_decay_rate=Float(0.019528595843708283);timing.stdp_tau_minus=Float(17.84928145069845);timing.stdp_window=Int(25);learning.istdp_rate=Float(0.0018226962915907374);homeostasis.memory_alpha=Float(0.024263490843415142);homeostasis.meta_alpha=Float(0.024402109065652388);timing.stdp_tau_plus=Float(31.483050431470165);curiosity.surprise_threshold=Float(0.030053062447591938);energy.recovery_rate=Float(2.329263108160641);memory.dopamine_sensitivity=Float(1.094574214214127);network.initial_exc_weight=Float(0.03432654137591053);sleep.interval=Int(5230);energy.cost_fire_ratio=Float(0.020641741508301753);stp.use_fraction=Float(0.13668622300882968);working_memory.capacity=Int(5);memory.capture_threshold=Float(0.05343279365995731);learning.trace_increment=Float(0.1586000167086255);homeostasis.meta_threshold=Float(0.07886109991903908);learning.weight_decay=Float(0.004038396355984359);learning.base_learning_rate=Float(0.047375671294139624);energy.plasticity_cost_factor=Float(0.09362184345108034);network.initial_inh_weight=Float(0.6079319831700837);curiosity.scale=Float(0.19247708534879543);working_memory.recurrent_strength=Float(0.6700761819305076);working_memory.decay_rate=Float(0.010073334669012887);competition.interval=Int(9);homeostasis.target_firing_rate=Float(0.059624708879186);timing.stp_recovery_tau=Float(136.11566691801784);learning.stdp_a_minus=Float(0.04409829020036811);memory.weight_clamp=Float(2.726270740322366)"
21,0.518246,2,Completed,"energy.cost_fire_ratio=Float(0.0353835005511957);competition.strength=Float(0.18342262387355385);competition.interval=Int(7);homeostasis.meta_threshold=Float(0.10412063318167827);memory.consolidation_rate=Float(0.0020065111733755356);network.initial_exc_weight=Float(0.050618706073290366);stp.use_fraction=Float(0.11712930034080737);learning.istdp_rate=Float(0.0038028878367279864);learning.weight_decay=Float(0.004287352226636687);predictive.state_learning_rate=Float(0.1408836687265159);timing.eligibility_trace_tau=Float(153.18074086755064);energy.max_energy=Float(83.58728248476686);memory.capture_threshold=Float(0.11235541748170635);timing.refractory_period=Int(2);timing.stdp_tau_minus=Float(8.493726126266115);working_memory.capacity=Int(3);network.inhibitory_ratio=Float(0.12767371680300538);curiosity.surprise_threshold=Float(0.013921029636617989);energy.plasticity_cost_factor=Float(0.04399761363957022);homeostasis.homeo_eta=Float(0.05750351725320879);learning.stdp_a_minus=Float(0.02731126439112967);memory.tag_decay_rate=Float(0.007529891042860666);memory.weight_clamp=Float(1.2094747908901131);network.initial_inh_weight=Float(0.3893791375424198);sleep.interval=Int(3469);curiosity.scale=Float(0.06556448866044276);learning.stdp_a_plus=Float(0.04083329162300408);homeostasis.meta_alpha=Float(0.005517065660682755);learning.base_learning_rate=Float(0.00902878614050075);working_memory.recurrent_strength=Float(0.7006879105117843);timing.stdp_tau_plus=Float(18.62873121598473);homeostasis.memory_alpha=Float(0.0050203634437686676);learning.trace_increment=Float(0.08288645775357412);timing.stp_recovery_tau=Float(71.81933820755671);homeostasis.homeo_interval=Int(1);learning.ltp_ltd_ratio=Float(1.825855821563363);timing.stdp_window=Int(39);homeostasis.target_firing_rate=Float(0.07724774351046601);predictive.inference_iterations=Int(4);memory.dopamine_sensitivity=Float(3.2104230321036704);working_memory.decay_rate=Float(0.048815621438858946);energy.recovery_rate=Float(12.334793620587977);network.initial_threshold=Float(0.1473313165007465);curiosity.habituation_rate=Float(0.909058305629077)"
22,0.646618,2,Completed,"learning.base_learning_rate=Float(0.038608292830085454);learning.trace_increment=Float(0.14739236268154168);network.initial_threshold=Float(0.20372626998082882);working_memory.recurrent_strength=Float(0.5364677969916881);memory.weight_clamp=Float(1.8252745663806038);curiosity.habituation_rate=Float(0.9063608877550254);homeostasis.meta_alpha=Float(0.008724839777155975);network.initial_exc_weight=Float(0.07442304537967384);learning.weight_decay=Float(0.0027978181076650085);learning.stdp_a_minus=Float(0.03100498062744853);sleep.interval=Int(4454);stp.use_fraction=Float(0.08998156928922552);timing.refractory_period=Int(4);memory.tag_decay_rate=Float(0.014069738299834947);timing.stdp_tau_plus=Float(45.51829512592366);memory.consolidation_rate=Float(0.0021532699877054593);learning.ltp_ltd_ratio=Float(1.7907262651228173);homeostasis.memory_alpha=Float(0.03810836689968322);competition.interval=Int(7);homeostasis.homeo_interval=Int(5);curiosity.surprise_threshold=Float(0.003877268936223646);learning.istdp_rate=Float(0.0011801623111544557);memory.capture_threshold=Float(0.1499354288447498);network.inhibitory_ratio=Float(0.10269419010791327);energy.recovery_rate=Float(12.791549636933848);homeostasis.homeo_eta=Float(0.0318347150324459);homeostasis.target_firing_rate=Float(0.13248361011093568);memory.dopamine_sensitivity=Float(5.23110801918225);timing.eligibility_trace_tau=Float(121.3035161074492);energy.max_energy=Float(53.241210711011945);predictive.inference_iterations=Int(2);homeostasis.meta_threshold=Float(0.09681684188470638);timing.stp_recovery_tau=Float(131.29765293125473);energy.cost_fire_ratio=Float(0.01301908240723868);energy.plasticity_cost_factor=Float(0.09186580411667605);working_memory.decay_rate=Float(0.0365070453010283);network.initial_inh_weight=Float(0.6673449468257243);predictive.state_learning_rate=Float(0.15392118876192745);learning.stdp_a_plus=Float(0.028459799981317438);competition.strength=Float(0.21960453058583768);curiosity.scale=Float(0.05897741082799095);timing.stdp_tau_minus=Float(17.77129595116044);working_memory.capacity=Int(7);timing.stdp_window=Int(29)"
23,0.289541,4,Completed,"homeostasis.memory_alpha=Float(0.019929640986940274);timing.eligibility_trace_tau=Float(240.55836711557544);learning.istdp_rate=Float(0.003540954945269263);working_memory.decay_rate=Float(0.015496385779813021);network.initial_inh_weight=Float(0.29554520570569326);memory.tag_decay_rate=Float(0.003939016413627894);working_memory.recurrent_strength=Float(0.6791276260812598);homeostasis.meta_threshold=Float(0.1409887901719168);timing.refractory_period=Int(4);timing.stdp_window=Int(34);homeostasis.meta_alpha=Float(0.02078040453111297);energy.cost_fire_ratio=Float(0.05574780296668126);learning.stdp_a_plus=Float(0.029490526818086053);energy.max_energy=Float(77.0770745997031);sleep.interval=Int(1320);learning.trace_increment=Float(0.11746286248496335);homeostasis.homeo_eta=Float(0.23874249231972325);learning.weight_decay=Float(0.003205042199246828);competition.interval=Int(8);working_memory.capacity=Int(3);homeostasis.homeo_interval=Int(4);curiosity.scale=Float(0.09018528538993217);energy.plasticity_cost_factor=Float(0.04363445535852445);timing.stdp_tau_plus=Float(11.778954614833685);curiosity.habituation_rate=Float(0.9152458869517422);learning.base_learning_rate=Float(0.02447318795171408);learning.ltp_ltd_ratio=Float(1.2573068827058438);memory.consolidation_rate=Float(0.004685851495942532);homeostasis.target_firing_rate=Float(0.051950411596789585);network.inhibitory_ratio=Float(0.17318090407019038);curiosity.surprise_threshold=Float(0.0170993640374158);predictive.inference_iterations=Int(3);competition.strength=Float(0.13709296957522002);learning.stdp_a_minus=Float(0.02079659981392245);predictive.state_learning_rate=Float(0.24666315495191682);stp.use_fraction=Float(0.1064805658200012);network.initial_exc_weight=Float(0.05292214454918219);energy.recovery_rate=Float(8.846668861770693);network.initial_threshold=Float(0.22757033252333533);timing.stdp_tau_minus=Float(10.241741742995043);timing.stp_recovery_tau=Float(94.97847159974707);memory.capture_threshold=Float(0.10799923204071801);memory.weight_clamp=Float(2.6622781021665496);memory.dopamine_sensitivity=Float(3.953516603203844)"
