trial,score,duration_ms,status,config
10,0.638442,508,Completed,"learning.ltp_ltd_ratio=Float(1.27484152519024);memory.dopamine_sensitivity=Float(5.161028909068794);network.inhibitory_ratio=Float(0.17325479843962355);timing.refractory_period=Int(7);timing.eligibility_trace_tau=Float(166.16586425019563);timing.stdp_window=Int(27);network.initial_exc_weight=Float(0.051243570405348104);timing.stp_recovery_tau=Float(129.81006500306773);learning.weight_decay=Float(0.003832638041785136);predictive.state_learning_rate=Float(0.17826907999540426);competition.strength=Float(0.1110109867553718);learning.trace_increment=Float(0.16352638809790984);timing.stdp_tau_minus=Float(24.75095524446828);learning.stdp_a_minus=Float(0.04959520406988338);curiosity.habituation_rate=Float(0.9452349205746396);energy.cost_fire_ratio=Float(0.05000225390773319);stp.use_fraction=Float(0.14944619100993645);homeostasis.homeo_eta=Float(0.14995614884653038);timing.stdp_tau_plus=Float(39.43878191975848);homeostasis.homeo_interval=Int(6);learning.istdp_rate=Float(0.004756427900180321);memory.consolidation_rate=Float(0.004788654109250907);energy.recovery_rate=Float(9.577355280652958);learning.base_learning_rate=Float(0.005648518115665884);homeostasis.memory_alpha=Float(0.0320806543883124);memory.weight_clamp=Float(2.452961719001867);curiosity.surprise_threshold=Float(0.039875334789016136);curiosity.scale=Float(0.2113970337788102);homeostasis.target_firing_rate=Float(0.06815472939008724);learning.stdp_a_plus=Float(0.02354953373795132);memory.tag_decay_rate=Float(0.00899601248535235);network.initial_threshold=Float(0.12269108035198671);working_memory.capacity=Int(6);network.initial_inh_weight=Float(0.667370468417036);homeostasis.meta_threshold=Float(0.11155224890949955)"
11,0.646141,774,Completed,"learning.base_learning_rate=Float(0.03729914102151505);network.inhibitory_ratio=Float(0.20833025200020763);learning.istdp_rate=Float(0.004692384264104159);network.initial_exc_weight=Float(0.07379126865737869);learning.weight_decay=Float(0.004986195640269712);learning.stdp_a_minus=Float(0.0017164578986625322);predictive.state_learning_rate=Float(0.22029434960109515);network.initial_threshold=Float(0.1745980470614969);timing.stdp_tau_minus=Float(5.619525951477589);curiosity.scale=Float(0.13321489870157438);competition.strength=Float(0.29791348702225684);memory.tag_decay_rate=Float(0.02512843289159435);energy.recovery_rate=Float(5.018158965748306);memory.consolidation_rate=Float(0.0034829622537090824);timing.stdp_tau_plus=Float(41.827076273464385);network.initial_inh_weight=Float(0.4655045275030436);memory.weight_clamp=Float(2.211743868238233);learning.stdp_a_plus=Float(0.009468811621765796);curiosity.habituation_rate=Float(0.9243476942266216);homeostasis.homeo_interval=Int(5);homeostasis.meta_threshold=Float(0.07145575872190664);timing.stdp_window=Int(42);timing.eligibility_trace_tau=Float(245.86901010383593);homeostasis.memory_alpha=Float(0.018355519765372277);working_memory.capacity=Int(5);learning.ltp_ltd_ratio=Float(1.6168828035278437);memory.dopamine_sensitivity=Float(5.066628669636936);learning.trace_increment=Float(0.1651939956739531);energy.cost_fire_ratio=Float(0.06269525006243383);stp.use_fraction=Float(0.13782107635350457);timing.stp_recovery_tau=Float(128.47629681426946);curiosity.surprise_threshold=Float(0.04506839773456296);homeostasis.target_firing_rate=Float(0.11546616817486151);timing.refractory_period=Int(8);homeostasis.homeo_eta=Float(0.19308664280294596)"
12,0.640807,745,Completed,"energy.recovery_rate=Float(12.036407573855577);stp.use_fraction=Float(0.14886436841889852);competition.strength=Float(0.16359657963355922);network.initial_inh_weight=Float(0.6493396701638912);homeostasis.meta_threshold=Float(0.11474875602050423);homeostasis.homeo_eta=Float(0.2176745048928248);learning.stdp_a_plus=Float(0.04618485101828931);learning.weight_decay=Float(0.002356408208365647);timing.stdp_tau_plus=Float(40.59286232120191);memory.weight_clamp=Float(1.91894181559769);curiosity.habituation_rate=Float(0.9337598924913351);network.initial_threshold=Float(0.2946449811092217);homeostasis.target_firing_rate=Float(0.09481073781494301);learning.trace_increment=Float(0.0703432226018848);learning.stdp_a_minus=Float(0.04675966181926421);predictive.state_learning_rate=Float(0.16761763352845274);timing.stp_recovery_tau=Float(135.27506191406283);timing.stdp_window=Int(38);working_memory.capacity=Int(3);network.inhibitory_ratio=Float(0.1785197024649288);learning.base_learning_rate=Float(0.03780751012307767);learning.ltp_ltd_ratio=Float(1.949346271098905);memory.consolidation_rate=Float(0.000537310659312017);energy.cost_fire_ratio=Float(0.06448077580763045);memory.dopamine_sensitivity=Float(4.034585555557763);homeostasis.homeo_interval=Int(6);curiosity.surprise_threshold=Float(0.041538666346934316);timing.eligibility_trace_tau=Float(163.8352193901863);homeostasis.memory_alpha=Float(0.03765725099892757);curiosity.scale=Float(0.03919549175752222);learning.istdp_rate=Float(0.003593589639964884);memory.tag_decay_rate=Float(0.024245263457588217);timing.refractory_period=Int(7);timing.stdp_tau_minus=Float(17.772821981406963);network.initial_exc_weight=Float(0.04205127335434111)"
13,0.614308,1056,Completed,"curiosity.surprise_threshold=Float(0.035859510852456915);curiosity.scale=Float(0.17900921722618146);learning.base_learning_rate=Float(0.04739740768759451);network.initial_inh_weight=Float(0.536325358235353);timing.stdp_tau_minus=Float(19.709450787564144);network.initial_threshold=Float(0.2219706722819178);stp.use_fraction=Float(0.10023070652974553);energy.cost_fire_ratio=Float(0.057899587668455106);memory.dopamine_sensitivity=Float(2.0577365914494115);learning.stdp_a_minus=Float(0.040519753861362064);memory.weight_clamp=Float(2.653277260636277);homeostasis.target_firing_rate=Float(0.1369327518313501);working_memory.capacity=Int(5);curiosity.habituation_rate=Float(0.9237018617830942);learning.trace_increment=Float(0.1408564184421805);predictive.state_learning_rate=Float(0.1796261428761357);network.initial_exc_weight=Float(0.023270290857942376);homeostasis.homeo_eta=Float(0.17681105056237686);homeostasis.homeo_interval=Int(6);memory.tag_decay_rate=Float(0.01745060554413372);competition.strength=Float(0.24978672800347834);energy.recovery_rate=Float(8.47951218287449);learning.stdp_a_plus=Float(0.04367661962021995);learning.ltp_ltd_ratio=Float(1.9475048123736645);timing.stdp_tau_plus=Float(33.90185570900837);timing.stdp_window=Int(29);memory.consolidation_rate=Float(0.004686247356046515);timing.eligibility_trace_tau=Float(220.5814950216053);learning.istdp_rate=Float(0.0029798772246064334);learning.weight_decay=Float(0.000999510901239587);network.inhibitory_ratio=Float(0.23584787750985658);timing.stp_recovery_tau=Float(60.55628079002636);timing.refractory_period=Int(9);homeostasis.meta_threshold=Float(0.0824364067130807);homeostasis.memory_alpha=Float(0.03901199405058566)"
14,0.655164,522,Completed,"timing.stdp_tau_plus=Float(42.46185791736046);network.initial_exc_weight=Float(0.07890893554056737);learning.weight_decay=Float(0.004248273789048724);timing.stdp_window=Int(41);working_memory.capacity=Int(6);learning.istdp_rate=Float(0.004087088461799336);curiosity.surprise_threshold=Float(0.02401664093882233);timing.stdp_tau_minus=Float(14.571777339925006);learning.ltp_ltd_ratio=Float(1.934130682594639);curiosity.habituation_rate=Float(0.9161522216578368);memory.consolidation_rate=Float(0.004406374292496214);network.initial_inh_weight=Float(0.482476294781658);learning.stdp_a_plus=Float(0.04456767089189209);homeostasis.homeo_eta=Float(0.03619184965877604);homeostasis.memory_alpha=Float(0.026950496723165386);memory.weight_clamp=Float(2.4202797974972707);network.initial_threshold=Float(0.2317527689346468);energy.cost_fire_ratio=Float(0.07741716021378924);homeostasis.target_firing_rate=Float(0.12595185774749887);curiosity.scale=Float(0.21533040587681587);timing.stp_recovery_tau=Float(132.30439738424133);learning.stdp_a_minus=Float(0.010647245278267013);learning.trace_increment=Float(0.14794941092793584);memory.dopamine_sensitivity=Float(5.124933213257448);homeostasis.homeo_interval=Int(6);timing.eligibility_trace_tau=Float(143.97078528859902);learning.base_learning_rate=Float(0.0436974539197277);stp.use_fraction=Float(0.14024194787262054);energy.recovery_rate=Float(7.977301457658713);competition.strength=Float(0.1239870568793237);memory.tag_decay_rate=Float(0.009188618166416095);homeostasis.meta_threshold=Float(0.06789560710729464);network.inhibitory_ratio=Float(0.22848728514008396);predictive.state_learning_rate=Float(0.08061577571803138);timing.refractory_period=Int(7)"
15,0.625872,625,Completed,"curiosity.surprise_threshold=Float(0.02441005631196547);learning.istdp_rate=Float(0.00012634910250230438);learning.stdp_a_plus=Float(0.037075163744407516);memory.tag_decay_rate=Float(0.016241155391847985);network.initial_threshold=Float(0.11957946420171753);stp.use_fraction=Float(0.14409287446040958);timing.eligibility_trace_tau=Float(158.5344508077331);timing.refractory_period=Int(8);homeostasis.memory_alpha=Float(0.04473363623948154);energy.recovery_rate=Float(5.816094282273225);network.initial_exc_weight=Float(0.06111666823297661);memory.consolidation_rate=Float(0.004829927588074918);timing.stdp_tau_plus=Float(35.06284367876659);homeostasis.homeo_eta=Float(0.15339526735790895);learning.ltp_ltd_ratio=Float(2.352853870567133);timing.stdp_tau_minus=Float(20.688674138087933);homeostasis.homeo_interval=Int(3);homeostasis.meta_threshold=Float(0.13641419934258198);learning.weight_decay=Float(0.003759802925488866);learning.trace_increment=Float(0.1039924930906837);predictive.state_learning_rate=Float(0.06490911374681375);memory.weight_clamp=Float(2.9881895226398925);working_memory.capacity=Int(6);timing.stp_recovery_tau=Float(104.02410823247025);network.initial_inh_weight=Float(0.546015013578817);memory.dopamine_sensitivity=Float(5.060650805258343);homeostasis.target_firing_rate=Float(0.12986024185546213);learning.stdp_a_minus=Float(0.03940670385244459);competition.strength=Float(0.2735387852819494);energy.cost_fire_ratio=Float(0.0550455244036963);curiosity.habituation_rate=Float(0.948603793762532);learning.base_learning_rate=Float(0.03903163185530147);curiosity.scale=Float(0.12268969430883639);timing.stdp_window=Int(26);network.inhibitory_ratio=Float(0.18082722951211672)"
16,0.610607,614,Completed,"timing.stdp_tau_minus=Float(21.57736181783894);learning.stdp_a_minus=Float(0.022608004298435527);learning.trace_increment=Float(0.13013436939337625);network.initial_exc_weight=Float(0.07114767621996526);timing.stp_recovery_tau=Float(151.1632950047877);network.inhibitory_ratio=Float(0.24466126736827692);curiosity.habituation_rate=Float(0.9396219366538855);learning.stdp_a_plus=Float(0.010717186302812116);energy.recovery_rate=Float(4.512534760756543);timing.stdp_window=Int(39);learning.base_learning_rate=Float(0.04739505223031041);curiosity.scale=Float(0.1908992790386312);timing.eligibility_trace_tau=Float(115.47389364928796);homeostasis.homeo_eta=Float(0.24549561410571813);homeostasis.homeo_interval=Int(4);working_memory.capacity=Int(6);homeostasis.memory_alpha=Float(0.04827465259313459);learning.istdp_rate=Float(0.004063391097370393);memory.dopamine_sensitivity=Float(1.4505029817695039);homeostasis.meta_threshold=Float(0.13814844508612262);competition.strength=Float(0.25547098111255817);curiosity.surprise_threshold=Float(0.038843289432777865);predictive.state_learning_rate=Float(0.20121924146106915);network.initial_inh_weight=Float(0.5474986056907797);stp.use_fraction=Float(0.1310313390290903);learning.ltp_ltd_ratio=Float(2.375186838296984);memory.tag_decay_rate=Float(0.006150178375688889);network.initial_threshold=Float(0.18204090252566174);timing.stdp_tau_plus=Float(42.836666096196666);homeostasis.target_firing_rate=Float(0.03948130094201334);learning.weight_decay=Float(0.002056774463503802);memory.consolidation_rate=Float(0.004535601232744661);memory.weight_clamp=Float(2.9109003827699693);energy.cost_fire_ratio=Float(0.02956258466457077);timing.refractory_period=Int(6)"
17,0.628387,558,Completed,"curiosity.surprise_threshold=Float(0.030517156107005936);memory.tag_decay_rate=Float(0.009703262103186748);memory.consolidation_rate=Float(0.0004625963139959137);timing.refractory_period=Int(9);timing.stdp_tau_minus=Float(22.592455009602116);curiosity.scale=Float(0.23699380259890895);predictive.state_learning_rate=Float(0.2539806409026451);network.initial_inh_weight=Float(0.6602702405211213);energy.recovery_rate=Float(3.8968875377664545);network.inhibitory_ratio=Float(0.1513196479881461);network.initial_exc_weight=Float(0.0613657755547589);network.initial_threshold=Float(0.18700672697439016);timing.eligibility_trace_tau=Float(206.6669631648499);homeostasis.memory_alpha=Float(0.026828097547830106);learning.base_learning_rate=Float(0.012283904972785132);homeostasis.homeo_eta=Float(0.1641371787814743);competition.strength=Float(0.19791751860126797);homeostasis.target_firing_rate=Float(0.13743185224184576);learning.istdp_rate=Float(0.0020755123615207875);learning.stdp_a_minus=Float(0.04611422869798593);memory.dopamine_sensitivity=Float(4.117186533314452);memory.weight_clamp=Float(2.349301192292315);homeostasis.homeo_interval=Int(10);stp.use_fraction=Float(0.1380242805201617);energy.cost_fire_ratio=Float(0.060213484640748584);timing.stdp_tau_plus=Float(23.211330476499008);curiosity.habituation_rate=Float(0.9438206591470681);homeostasis.meta_threshold=Float(0.16197669195522943);timing.stdp_window=Int(46);timing.stp_recovery_tau=Float(101.2362782729874);learning.ltp_ltd_ratio=Float(1.7525518182088975);learning.stdp_a_plus=Float(0.01599763464368825);learning.weight_decay=Float(0.0038761496122638114);working_memory.capacity=Int(4);learning.trace_increment=Float(0.15759195338645762)"
18,0.644066,493,Completed,"curiosity.scale=Float(0.23885754804798812);learning.stdp_a_plus=Float(0.02155123620656115);homeostasis.meta_threshold=Float(0.11601393486280319);learning.weight_decay=Float(0.003249367145669965);competition.strength=Float(0.2992527233900625);predictive.state_learning_rate=Float(0.20728214627301372);timing.eligibility_trace_tau=Float(204.94446833733107);network.initial_inh_weight=Float(0.20201540051540717);learning.ltp_ltd_ratio=Float(2.173346096922957);timing.stdp_tau_plus=Float(40.80160458823703);memory.tag_decay_rate=Float(0.019857371565154144);curiosity.surprise_threshold=Float(0.043268260849702235);memory.weight_clamp=Float(2.254658572667897);timing.stp_recovery_tau=Float(73.50735362235162);working_memory.capacity=Int(6);curiosity.habituation_rate=Float(0.9459884205216049);timing.stdp_window=Int(22);learning.istdp_rate=Float(0.00411424830095243);learning.stdp_a_minus=Float(0.048160919250026565);stp.use_fraction=Float(0.13881035996340457);learning.trace_increment=Float(0.13501831193804237);memory.consolidation_rate=Float(0.002600882995082271);timing.stdp_tau_minus=Float(22.311330775802798);energy.cost_fire_ratio=Float(0.04813100764484401);homeostasis.memory_alpha=Float(0.04852732076391748);network.initial_exc_weight=Float(0.03508058679874069);timing.refractory_period=Int(1);memory.dopamine_sensitivity=Float(3.966654329087272);homeostasis.homeo_interval=Int(3);energy.recovery_rate=Float(9.49438054126091);network.initial_threshold=Float(0.18167270721906628);homeostasis.homeo_eta=Float(0.1118044639243289);homeostasis.target_firing_rate=Float(0.13086755694376015);learning.base_learning_rate=Float(0.018535749425072166);network.inhibitory_ratio=Float(0.20316044506690478)"
19,0.631606,696,Completed,"network.initial_inh_weight=Float(0.4033681392444689);competition.strength=Float(0.20621633150293872);stp.use_fraction=Float(0.1484338116479185);memory.consolidation_rate=Float(0.004987316107584005);network.initial_threshold=Float(0.26112408064331954);timing.eligibility_trace_tau=Float(106.99275429523382);curiosity.surprise_threshold=Float(0.045382222679067);homeostasis.memory_alpha=Float(0.022878546696826478);memory.weight_clamp=Float(1.8337996985842007);timing.stp_recovery_tau=Float(56.1539270114512);timing.stdp_window=Int(53);curiosity.habituation_rate=Float(0.9406011779123454);predictive.state_learning_rate=Float(0.19628745099443184);timing.stdp_tau_plus=Float(37.332048811328605);energy.recovery_rate=Float(10.08283846850573);network.initial_exc_weight=Float(0.08271574877731404);memory.dopamine_sensitivity=Float(4.646467158954234);homeostasis.target_firing_rate=Float(0.12378612888366591);working_memory.capacity=Int(4);homeostasis.homeo_interval=Int(9);network.inhibitory_ratio=Float(0.1968144843813066);homeostasis.meta_threshold=Float(0.16542112999954753);learning.ltp_ltd_ratio=Float(1.1694593273963452);learning.stdp_a_plus=Float(0.03659611016060135);learning.istdp_rate=Float(0.0037400519522233057);learning.stdp_a_minus=Float(0.03883808047180951);timing.refractory_period=Int(3);learning.base_learning_rate=Float(0.034839121469259056);curiosity.scale=Float(0.14332467393794207);homeostasis.homeo_eta=Float(0.10133027411096969);learning.weight_decay=Float(0.0033195181460048814);memory.tag_decay_rate=Float(0.015471437645487359);timing.stdp_tau_minus=Float(16.201940013841245);learning.trace_increment=Float(0.14654393229785934);energy.cost_fire_ratio=Float(0.024871519756240655)"
20,0.657999,607,Completed,"timing.eligibility_trace_tau=Float(133.17389058255912);timing.refractory_period=Int(9);homeostasis.target_firing_rate=Float(0.12939360518925674);memory.consolidation_rate=Float(0.0038640709964242);learning.istdp_rate=Float(0.004692575018618391);network.initial_inh_weight=Float(0.5421425381307822);working_memory.capacity=Int(5);learning.base_learning_rate=Float(0.04684133967706965);competition.strength=Float(0.21866729038736488);learning.stdp_a_minus=Float(0.026611482552860746);learning.stdp_a_plus=Float(0.04686979147951813);network.initial_exc_weight=Float(0.06397067558112803);memory.weight_clamp=Float(2.0850922998704697);timing.stdp_tau_plus=Float(31.150178695365362);stp.use_fraction=Float(0.16429866080039615);memory.dopamine_sensitivity=Float(3.117986896801271);homeostasis.meta_threshold=Float(0.16535895618502028);memory.tag_decay_rate=Float(0.022590762322440457);homeostasis.homeo_eta=Float(0.11747337926818834);timing.stdp_window=Int(46);network.initial_threshold=Float(0.11048777941858577);timing.stp_recovery_tau=Float(141.1987780340013);learning.ltp_ltd_ratio=Float(2.149478929384956);homeostasis.homeo_interval=Int(10);curiosity.scale=Float(0.1557183117293097);learning.weight_decay=Float(0.0038963007819480962);curiosity.habituation_rate=Float(0.9422307921415732);homeostasis.memory_alpha=Float(0.029793827056371104);timing.stdp_tau_minus=Float(13.37145112882635);predictive.state_learning_rate=Float(0.10963246859368693);network.inhibitory_ratio=Float(0.18190927363045267);learning.trace_increment=Float(0.1430425410841225);energy.cost_fire_ratio=Float(0.017254609173921544);curiosity.surprise_threshold=Float(0.009843698871285587);energy.recovery_rate=Float(1.6553219390696199)"
21,0.655207,632,Completed,"memory.consolidation_rate=Float(0.003138208862868652);homeostasis.homeo_interval=Int(6);homeostasis.homeo_eta=Float(0.06682670609951641);homeostasis.target_firing_rate=Float(0.04977282215835825);memory.tag_decay_rate=Float(0.024610823970197426);network.initial_exc_weight=Float(0.05622974284603953);timing.refractory_period=Int(4);stp.use_fraction=Float(0.12890468965724686);learning.ltp_ltd_ratio=Float(2.0511679467864257);network.initial_inh_weight=Float(0.6912761670982642);learning.stdp_a_minus=Float(0.015149457198602487);learning.weight_decay=Float(0.0018638574907774705);network.initial_threshold=Float(0.2724206059641253);learning.istdp_rate=Float(0.0025358104933835123);memory.weight_clamp=Float(2.8716713334134947);homeostasis.memory_alpha=Float(0.007983791944101405);timing.stp_recovery_tau=Float(128.17058249566952);curiosity.habituation_rate=Float(0.9387001659438713);learning.base_learning_rate=Float(0.04872303921466764);energy.recovery_rate=Float(11.521515263831596);timing.stdp_tau_plus=Float(29.02096255659614);learning.stdp_a_plus=Float(0.03398609881894339);network.inhibitory_ratio=Float(0.24739042279482598);competition.strength=Float(0.25302711551846635);timing.stdp_tau_minus=Float(20.304980722792678);curiosity.surprise_threshold=Float(0.03928441565490431);curiosity.scale=Float(0.15859587638140563);energy.cost_fire_ratio=Float(0.05522352550766047);homeostasis.meta_threshold=Float(0.07326313214685376);working_memory.capacity=Int(5);timing.eligibility_trace_tau=Float(244.05172035192413);timing.stdp_window=Int(26);memory.dopamine_sensitivity=Float(2.719887253064636);predictive.state_learning_rate=Float(0.2206314725104327);learning.trace_increment=Float(0.16017377095068194)"
22,0.635181,689,Completed,"homeostasis.meta_threshold=Float(0.15372961681655833);homeostasis.target_firing_rate=Float(0.089541376270247);learning.stdp_a_plus=Float(0.010149205032537974);energy.cost_fire_ratio=Float(0.02337476803301246);learning.base_learning_rate=Float(0.047657456160210415);stp.use_fraction=Float(0.16938467880696634);timing.refractory_period=Int(9);working_memory.capacity=Int(4);timing.stdp_tau_plus=Float(28.58489460977374);homeostasis.homeo_eta=Float(0.18105470922334463);learning.stdp_a_minus=Float(0.04524619476735737);energy.recovery_rate=Float(4.393935239732716);learning.trace_increment=Float(0.11206701575128059);timing.stdp_tau_minus=Float(25.28477539780661);learning.ltp_ltd_ratio=Float(2.298643401893471);memory.weight_clamp=Float(2.9379398920428796);timing.stdp_window=Int(26);memory.consolidation_rate=Float(0.002349351560778299);homeostasis.memory_alpha=Float(0.04729356284772362);memory.tag_decay_rate=Float(0.024504103370826716);timing.stp_recovery_tau=Float(119.09561636138139);memory.dopamine_sensitivity=Float(2.9457372003108584);network.initial_exc_weight=Float(0.07633673901118729);network.initial_inh_weight=Float(0.6208744731547484);network.inhibitory_ratio=Float(0.24347375278442024);curiosity.habituation_rate=Float(0.9023333956057517);competition.strength=Float(0.29774506264313705);homeostasis.homeo_interval=Int(5);network.initial_threshold=Float(0.2851746963768207);timing.eligibility_trace_tau=Float(235.84921966210223);curiosity.scale=Float(0.07975455839414022);curiosity.surprise_threshold=Float(0.050485884301943215);predictive.state_learning_rate=Float(0.06169632413696878);learning.istdp_rate=Float(0.0024778750632139562);learning.weight_decay=Float(0.004380434829045654)"
23,0.635619,655,Completed,"network.inhibitory_ratio=Float(0.20950979818811405);working_memory.capacity=Int(6);predictive.state_learning_rate=Float(0.2040056844716905);curiosity.scale=Float(0.081118209914099);stp.use_fraction=Float(0.11495362312182636);timing.refractory_period=Int(6);homeostasis.target_firing_rate=Float(0.12819360997020118);network.initial_exc_weight=Float(0.062230238793937076);energy.cost_fire_ratio=Float(0.0569762186396346);energy.recovery_rate=Float(6.119070510640524);learning.ltp_ltd_ratio=Float(2.111347988040966);memory.dopamine_sensitivity=Float(1.2804759899807339);competition.strength=Float(0.2968754825640646);curiosity.habituation_rate=Float(0.9377141169602318);homeostasis.homeo_eta=Float(0.1961258473075288);homeostasis.homeo_interval=Int(6);learning.base_learning_rate=Float(0.05007991245227864);learning.stdp_a_plus=Float(0.05015167645065852);learning.weight_decay=Float(0.0003320679272087449);memory.consolidation_rate=Float(0.0033909791204591697);memory.tag_decay_rate=Float(0.01620370235880923);network.initial_threshold=Float(0.2650778051850101);timing.stp_recovery_tau=Float(109.99031146289556);learning.istdp_rate=Float(0.0018642101912675919);homeostasis.memory_alpha=Float(0.052062156319632694);curiosity.surprise_threshold=Float(0.005478460659850031);learning.stdp_a_minus=Float(0.03801040556421746);learning.trace_increment=Float(0.08609046649329608);memory.weight_clamp=Float(2.2514252442054974);timing.stdp_tau_plus=Float(23.75081004895056);network.initial_inh_weight=Float(0.6580210055592518);timing.eligibility_trace_tau=Float(197.27456592891238);homeostasis.meta_threshold=Float(0.1576443591405741);timing.stdp_tau_minus=Float(20.54222546297643);timing.stdp_window=Int(46)"
24,0.640444,642,Completed,"memory.weight_clamp=Float(1.847015286993006);curiosity.habituation_rate=Float(0.9404853574720876);learning.base_learning_rate=Float(0.035491781184564294);network.initial_inh_weight=Float(0.4272847746329579);homeostasis.memory_alpha=Float(0.040282596874815085);homeostasis.target_firing_rate=Float(0.09156587194687824);learning.istdp_rate=Float(0.0022945215664325566);learning.ltp_ltd_ratio=Float(2.21539145689816);learning.stdp_a_minus=Float(0.032679596358137115);learning.trace_increment=Float(0.05386267522207058);homeostasis.meta_threshold=Float(0.1052233143954592);learning.stdp_a_plus=Float(0.0488728839896789);memory.tag_decay_rate=Float(0.011446316176430861);energy.recovery_rate=Float(5.8389461498798205);network.initial_threshold=Float(0.16113438011639156);predictive.state_learning_rate=Float(0.22646836980396612);stp.use_fraction=Float(0.16882066834224868);learning.weight_decay=Float(0.0015644071353353576);timing.refractory_period=Int(6);timing.stdp_window=Int(41);timing.stp_recovery_tau=Float(119.32824211412301);working_memory.capacity=Int(3);network.inhibitory_ratio=Float(0.19521271993760317);memory.dopamine_sensitivity=Float(5.406025048905524);homeostasis.homeo_eta=Float(0.21136949990442244);homeostasis.homeo_interval=Int(10);timing.stdp_tau_plus=Float(42.45377145531908);energy.cost_fire_ratio=Float(0.06486800324052293);competition.strength=Float(0.24609014283541827);curiosity.surprise_threshold=Float(0.030344167214665603);network.initial_exc_weight=Float(0.061110256687065184);curiosity.scale=Float(0.03895286062009466);timing.eligibility_trace_tau=Float(249.94027670471468);timing.stdp_tau_minus=Float(25.8798690340202);memory.consolidation_rate=Float(0.0027688317809414194)"
25,0.612294,579,Completed,"learning.istdp_rate=Float(0.004363820926394273);predictive.state_learning_rate=Float(0.13124002839234658);timing.eligibility_trace_tau=Float(146.59101212085017);learning.stdp_a_plus=Float(0.04855869713345512);learning.base_learning_rate=Float(0.03133549140564527);network.initial_exc_weight=Float(0.03682053678595008);memory.consolidation_rate=Float(0.003956988466288194);memory.tag_decay_rate=Float(0.0254706730028779);homeostasis.homeo_eta=Float(0.15476197424222762);timing.stdp_tau_plus=Float(42.19991497746667);network.initial_inh_weight=Float(0.5668132515314065);homeostasis.memory_alpha=Float(0.020423891507187833);learning.stdp_a_minus=Float(0.045446898338721814);learning.weight_decay=Float(0.0027365611894839817);memory.dopamine_sensitivity=Float(4.241871374715556);timing.refractory_period=Int(1);timing.stdp_tau_minus=Float(12.113065894719462);homeostasis.homeo_interval=Int(6);curiosity.habituation_rate=Float(0.9308738085694783);homeostasis.target_firing_rate=Float(0.11437785200410938);energy.recovery_rate=Float(10.498251708573255);memory.weight_clamp=Float(2.265895961147243);network.inhibitory_ratio=Float(0.2078639689618405);working_memory.capacity=Int(4);competition.strength=Float(0.2764794172198697);stp.use_fraction=Float(0.1679891524063398);network.initial_threshold=Float(0.20467953563311125);timing.stdp_window=Int(42);curiosity.surprise_threshold=Float(0.028596156842912585);energy.cost_fire_ratio=Float(0.03131335468062045);learning.ltp_ltd_ratio=Float(2.1735038974260688);learning.trace_increment=Float(0.10968907051945317);timing.stp_recovery_tau=Float(160.4297285458142);curiosity.scale=Float(0.20004752320471397);homeostasis.meta_threshold=Float(0.05754248240439745)"
26,0.648582,892,Completed,"homeostasis.homeo_eta=Float(0.22006981654327126);network.inhibitory_ratio=Float(0.23883125529131652);predictive.state_learning_rate=Float(0.24884295166676001);homeostasis.homeo_interval=Int(8);timing.eligibility_trace_tau=Float(60.50337292498522);timing.refractory_period=Int(7);working_memory.capacity=Int(7);network.initial_threshold=Float(0.2727887475334082);network.initial_inh_weight=Float(0.677426648181264);memory.consolidation_rate=Float(0.003743217823454928);memory.tag_decay_rate=Float(0.005423453271487601);learning.istdp_rate=Float(0.001902774396329833);curiosity.scale=Float(0.207298591574025);timing.stp_recovery_tau=Float(154.77147783496684);energy.recovery_rate=Float(10.172306645934542);energy.cost_fire_ratio=Float(0.03897289716847541);homeostasis.memory_alpha=Float(0.02315059222819996);learning.ltp_ltd_ratio=Float(1.73848911159171);competition.strength=Float(0.17221319937897223);learning.base_learning_rate=Float(0.013169955726752513);memory.weight_clamp=Float(2.942635699627603);curiosity.habituation_rate=Float(0.9194025695527445);learning.stdp_a_plus=Float(0.014159533171020339);curiosity.surprise_threshold=Float(0.04201660210965588);learning.trace_increment=Float(0.12310040098920008);learning.weight_decay=Float(0.003215927700140963);memory.dopamine_sensitivity=Float(3.132284340712308);network.initial_exc_weight=Float(0.03550742560194513);stp.use_fraction=Float(0.14053335858987026);timing.stdp_tau_minus=Float(16.562538069338196);timing.stdp_window=Int(45);timing.stdp_tau_plus=Float(38.41985861734018);homeostasis.target_firing_rate=Float(0.1398229781235156);homeostasis.meta_threshold=Float(0.10824725424364379);learning.stdp_a_minus=Float(0.035238064726404394)"
