trial,score,duration_ms,status,config
10,0.638442,874,Completed,"timing.stdp_window=Int(46);stp.use_fraction=Float(0.14200070212641747);learning.weight_decay=Float(0.0009545064551952544);memory.weight_clamp=Float(1.7683787422181059);homeostasis.homeo_eta=Float(0.0788153540386854);homeostasis.memory_alpha=Float(0.005009694320617639);curiosity.scale=Float(0.12439930340843258);learning.trace_increment=Float(0.13497578268520902);homeostasis.homeo_interval=Int(2);network.inhibitory_ratio=Float(0.2029860389658683);energy.recovery_rate=Float(11.723364143335113);network.initial_exc_weight=Float(0.06530203521142296);homeostasis.target_firing_rate=Float(0.08780868226145597);learning.istdp_rate=Float(0.002391741855696715);memory.dopamine_sensitivity=Float(2.68775628755981);learning.stdp_a_minus=Float(0.04624378846055916);network.initial_inh_weight=Float(0.5532258547035106);timing.eligibility_trace_tau=Float(274.08643871873767);curiosity.habituation_rate=Float(0.9115015397014798);energy.cost_fire_ratio=Float(0.05419348554317688);homeostasis.meta_threshold=Float(0.1182874635253771);learning.stdp_a_plus=Float(0.02132319459699169);predictive.state_learning_rate=Float(0.19886406311273203);timing.stp_recovery_tau=Float(158.77620425512458);network.adaptive_threshold_multiplier=Float(2.3563715237789724);timing.stdp_tau_minus=Float(23.283305770783524);network.initial_threshold=Float(0.2365302631949378);timing.stdp_tau_plus=Float(26.201301015960357);memory.tag_decay_rate=Float(0.01651526537293458);timing.refractory_period=Int(9);memory.consolidation_rate=Float(0.003455830528926065);curiosity.surprise_threshold=Float(0.0451293789719067);working_memory.capacity=Int(7);learning.base_learning_rate=Float(0.049633260466771495);learning.ltp_ltd_ratio=Float(2.0995844521325977);competition.strength=Float(0.2194767128023032)"
11,0.638681,1514,Completed,"network.initial_exc_weight=Float(0.06872519733587401);homeostasis.meta_threshold=Float(0.17464013529816647);energy.cost_fire_ratio=Float(0.07403485604190146);learning.stdp_a_minus=Float(0.03868195282544055);network.initial_threshold=Float(0.26119701353860947);timing.stdp_window=Int(50);competition.strength=Float(0.2792720662847329);timing.eligibility_trace_tau=Float(114.7544034441827);working_memory.capacity=Int(4);timing.stp_recovery_tau=Float(173.9749582307355);learning.ltp_ltd_ratio=Float(1.790984202826159);learning.stdp_a_plus=Float(0.033830285831315046);network.initial_inh_weight=Float(0.13418016504360833);learning.istdp_rate=Float(0.004107935173857943);stp.use_fraction=Float(0.07883535001399819);timing.stdp_tau_plus=Float(29.927280123794283);memory.tag_decay_rate=Float(0.02403380226181676);learning.trace_increment=Float(0.15971744721981637);predictive.state_learning_rate=Float(0.17096366365229795);learning.weight_decay=Float(0.0038043836853127893);learning.base_learning_rate=Float(0.018438590938094676);memory.weight_clamp=Float(2.60435902550918);curiosity.surprise_threshold=Float(0.02633208797297722);curiosity.habituation_rate=Float(0.9446968481120879);homeostasis.homeo_eta=Float(0.21523038430726865);network.inhibitory_ratio=Float(0.1971147722092259);homeostasis.homeo_interval=Int(2);memory.consolidation_rate=Float(0.0029120835944106997);curiosity.scale=Float(0.229269402490293);timing.stdp_tau_minus=Float(11.351257367374203);timing.refractory_period=Int(7);memory.dopamine_sensitivity=Float(4.189362588149812);network.adaptive_threshold_multiplier=Float(0.7326714176993518);energy.recovery_rate=Float(11.619585246457621);homeostasis.memory_alpha=Float(0.02505880367710693);homeostasis.target_firing_rate=Float(0.13677277583320924)"
12,0.640173,1237,Completed,"memory.dopamine_sensitivity=Float(1.4956667212526469);timing.stdp_window=Int(54);learning.stdp_a_plus=Float(0.04612194416442);curiosity.surprise_threshold=Float(0.043770988429610386);learning.stdp_a_minus=Float(0.03407230284369372);memory.weight_clamp=Float(2.4983606844903807);memory.tag_decay_rate=Float(0.022666421225915296);timing.refractory_period=Int(7);energy.recovery_rate=Float(11.365977617531545);timing.stdp_tau_plus=Float(36.47603582275939);timing.stp_recovery_tau=Float(171.74124151275987);network.adaptive_threshold_multiplier=Float(1.7222640080662128);network.initial_threshold=Float(0.20269109609133823);homeostasis.meta_threshold=Float(0.16493401738464228);predictive.state_learning_rate=Float(0.20952637248894349);learning.ltp_ltd_ratio=Float(1.7323036644915826);competition.strength=Float(0.1741619707257864);stp.use_fraction=Float(0.12843456972121137);network.initial_inh_weight=Float(0.3374224315018911);timing.stdp_tau_minus=Float(23.82733753389384);learning.istdp_rate=Float(0.0013803258478130044);learning.weight_decay=Float(0.0011521304400852255);memory.consolidation_rate=Float(0.004924158907431215);curiosity.habituation_rate=Float(0.9023164245254166);homeostasis.target_firing_rate=Float(0.1286395764161459);learning.trace_increment=Float(0.10551444548310583);energy.cost_fire_ratio=Float(0.07002565855160953);network.inhibitory_ratio=Float(0.21570801344134566);homeostasis.homeo_interval=Int(3);curiosity.scale=Float(0.24543919305676576);learning.base_learning_rate=Float(0.024711324065390818);timing.eligibility_trace_tau=Float(256.4607872759134);working_memory.capacity=Int(6);network.initial_exc_weight=Float(0.04033507740831354);homeostasis.memory_alpha=Float(0.02304628218595085);homeostasis.homeo_eta=Float(0.23374886669072995)"
13,0.611429,934,Completed,"memory.tag_decay_rate=Float(0.004151403071859712);homeostasis.homeo_eta=Float(0.18639357813317178);learning.stdp_a_minus=Float(0.04014263652477941);learning.weight_decay=Float(0.0021328184410796544);network.inhibitory_ratio=Float(0.11630970884959906);energy.recovery_rate=Float(7.036858336542933);network.adaptive_threshold_multiplier=Float(1.6482717456874139);network.initial_exc_weight=Float(0.0691628240722145);timing.stdp_tau_minus=Float(25.37500442712917);homeostasis.memory_alpha=Float(0.032504876723397726);learning.trace_increment=Float(0.11839035499570667);curiosity.scale=Float(0.1928323202563525);timing.stp_recovery_tau=Float(141.10303120480455);learning.ltp_ltd_ratio=Float(2.1269541320220924);working_memory.capacity=Int(5);curiosity.habituation_rate=Float(0.9470745390753901);homeostasis.meta_threshold=Float(0.1551408124284681);learning.stdp_a_plus=Float(0.04680859492994114);network.initial_inh_weight=Float(0.473744826292094);competition.strength=Float(0.12702846117946984);timing.eligibility_trace_tau=Float(120.80860778708211);learning.base_learning_rate=Float(0.03794704291502644);memory.consolidation_rate=Float(0.001972584557782995);memory.dopamine_sensitivity=Float(3.348315542179233);predictive.state_learning_rate=Float(0.24093527704266257);learning.istdp_rate=Float(0.0027805967954175077);homeostasis.homeo_interval=Int(10);memory.weight_clamp=Float(2.4030747463468174);timing.stdp_tau_plus=Float(26.77229159902136);stp.use_fraction=Float(0.13807604523330835);curiosity.surprise_threshold=Float(0.04785936279242378);timing.refractory_period=Int(10);homeostasis.target_firing_rate=Float(0.1043327645245783);timing.stdp_window=Int(48);network.initial_threshold=Float(0.19724308878584837);energy.cost_fire_ratio=Float(0.05150640981306937)"
14,0.655164,808,Completed,"network.adaptive_threshold_multiplier=Float(2.552051448624593);homeostasis.homeo_interval=Int(1);memory.tag_decay_rate=Float(0.022559165090685517);timing.eligibility_trace_tau=Float(223.28486498987417);timing.stdp_window=Int(54);homeostasis.homeo_eta=Float(0.17341964312675867);memory.consolidation_rate=Float(0.003806088340935784);homeostasis.memory_alpha=Float(0.048309308724317074);predictive.state_learning_rate=Float(0.07703876102972745);learning.stdp_a_minus=Float(0.041020457492447565);network.initial_threshold=Float(0.19024806769803354);timing.stp_recovery_tau=Float(158.22714111027938);timing.stdp_tau_plus=Float(31.49840953561906);curiosity.habituation_rate=Float(0.9341666060514204);network.initial_exc_weight=Float(0.023078368050763003);working_memory.capacity=Int(7);learning.ltp_ltd_ratio=Float(2.3556267431368183);energy.recovery_rate=Float(4.220330216740335);curiosity.surprise_threshold=Float(0.03280974072073813);memory.weight_clamp=Float(2.7794773368582772);curiosity.scale=Float(0.11992032236650593);timing.refractory_period=Int(9);competition.strength=Float(0.17054581364396632);energy.cost_fire_ratio=Float(0.059355004427338716);learning.istdp_rate=Float(0.0038949217335076352);stp.use_fraction=Float(0.1549326242308441);homeostasis.meta_threshold=Float(0.163013187857115);learning.trace_increment=Float(0.09439354246584548);memory.dopamine_sensitivity=Float(4.400576942460746);learning.stdp_a_plus=Float(0.044418316648904776);learning.weight_decay=Float(0.0032922181639452974);network.inhibitory_ratio=Float(0.18156250570471458);timing.stdp_tau_minus=Float(21.283290885920472);homeostasis.target_firing_rate=Float(0.038504470914719736);learning.base_learning_rate=Float(0.02842907955181531);network.initial_inh_weight=Float(0.2951969951845699)"
15,0.625872,930,Completed,"homeostasis.target_firing_rate=Float(0.130954264290853);competition.strength=Float(0.1497164793428305);learning.stdp_a_plus=Float(0.010436012521487664);network.initial_exc_weight=Float(0.07156582662872174);stp.use_fraction=Float(0.06552994881419696);memory.weight_clamp=Float(2.565862829230228);timing.stdp_window=Int(30);energy.cost_fire_ratio=Float(0.052834660490703456);curiosity.habituation_rate=Float(0.9261037317500691);energy.recovery_rate=Float(10.362612281311911);homeostasis.memory_alpha=Float(0.03528828697052977);learning.ltp_ltd_ratio=Float(1.8902188047976742);network.adaptive_threshold_multiplier=Float(2.616094870752677);learning.trace_increment=Float(0.14413248838254542);timing.stdp_tau_plus=Float(52.92401725494396);timing.eligibility_trace_tau=Float(219.88370472562585);learning.base_learning_rate=Float(0.04889551701417554);learning.istdp_rate=Float(0.0013187249210706738);memory.consolidation_rate=Float(0.003846560130325742);homeostasis.homeo_eta=Float(0.22109758893053458);working_memory.capacity=Int(7);learning.stdp_a_minus=Float(0.0017038804233781716);curiosity.scale=Float(0.16900104777165714);network.initial_inh_weight=Float(0.45274249546992185);memory.dopamine_sensitivity=Float(4.797124410699383);predictive.state_learning_rate=Float(0.19768229618614594);timing.refractory_period=Int(9);network.initial_threshold=Float(0.2792903542936059);timing.stdp_tau_minus=Float(25.482635439951586);curiosity.surprise_threshold=Float(0.033284527268326966);homeostasis.homeo_interval=Int(1);network.inhibitory_ratio=Float(0.1956056078885695);learning.weight_decay=Float(0.0018031169746311189);timing.stp_recovery_tau=Float(97.77638702601575);memory.tag_decay_rate=Float(0.01767799999557389);homeostasis.meta_threshold=Float(0.16493476378147834)"
16,0.602020,771,Completed,"memory.consolidation_rate=Float(0.004605250600377389);learning.base_learning_rate=Float(0.014673935901763368);network.inhibitory_ratio=Float(0.1354837739224275);curiosity.habituation_rate=Float(0.9435876241423161);learning.ltp_ltd_ratio=Float(1.8445699549849541);learning.stdp_a_minus=Float(0.029622654929902095);stp.use_fraction=Float(0.12336580434892462);timing.stdp_tau_minus=Float(16.470143061939197);timing.refractory_period=Int(7);curiosity.surprise_threshold=Float(0.02271495355659047);curiosity.scale=Float(0.17707020001650559);learning.weight_decay=Float(0.004495932136060654);network.adaptive_threshold_multiplier=Float(0.9784055275326607);memory.tag_decay_rate=Float(0.011100203084782746);predictive.state_learning_rate=Float(0.1825423122925084);timing.stdp_tau_plus=Float(42.65421188731078);homeostasis.target_firing_rate=Float(0.09372889481571711);energy.recovery_rate=Float(11.14722864752338);network.initial_threshold=Float(0.25456491256006175);learning.trace_increment=Float(0.16823505748022233);timing.stdp_window=Int(17);homeostasis.homeo_interval=Int(8);network.initial_exc_weight=Float(0.06598324723913876);working_memory.capacity=Int(7);competition.strength=Float(0.2524731275980531);learning.stdp_a_plus=Float(0.013828356725123794);timing.eligibility_trace_tau=Float(79.20779971853081);homeostasis.homeo_eta=Float(0.24725903770822544);timing.stp_recovery_tau=Float(148.75842977751944);energy.cost_fire_ratio=Float(0.04880949264364538);homeostasis.memory_alpha=Float(0.021180256610079728);memory.dopamine_sensitivity=Float(3.5046114447770202);network.initial_inh_weight=Float(0.519850048753398);learning.istdp_rate=Float(0.0028506313140156288);homeostasis.meta_threshold=Float(0.147889376012117);memory.weight_clamp=Float(2.451931611972845)"
17,0.628533,743,Completed,"homeostasis.target_firing_rate=Float(0.06164297059449437);homeostasis.homeo_interval=Int(2);learning.ltp_ltd_ratio=Float(1.7892483784326465);memory.weight_clamp=Float(2.795164839782558);timing.stdp_window=Int(38);learning.trace_increment=Float(0.1554272038409084);memory.consolidation_rate=Float(0.00397465517501688);learning.stdp_a_plus=Float(0.027251590747444796);energy.cost_fire_ratio=Float(0.07106029087702284);timing.stdp_tau_minus=Float(22.648907169385094);curiosity.scale=Float(0.06938634389531481);predictive.state_learning_rate=Float(0.14724784540181232);network.initial_exc_weight=Float(0.08469229759990525);stp.use_fraction=Float(0.16657174743399297);network.initial_inh_weight=Float(0.5369471161712304);learning.istdp_rate=Float(0.004055017438427317);energy.recovery_rate=Float(12.907160948009034);curiosity.habituation_rate=Float(0.936134163376208);learning.weight_decay=Float(0.004120085245233514);learning.base_learning_rate=Float(0.05038685247637026);working_memory.capacity=Int(6);competition.strength=Float(0.18332185924130537);learning.stdp_a_minus=Float(0.021055241323321882);network.inhibitory_ratio=Float(0.23546470390527155);timing.eligibility_trace_tau=Float(214.28581873520415);memory.tag_decay_rate=Float(0.01629666320846804);memory.dopamine_sensitivity=Float(4.001430147560646);network.adaptive_threshold_multiplier=Float(1.9440188057357488);timing.stdp_tau_plus=Float(23.041803530194287);timing.stp_recovery_tau=Float(105.3897140909428);network.initial_threshold=Float(0.20061879681903377);homeostasis.memory_alpha=Float(0.01637732366132022);homeostasis.homeo_eta=Float(0.11432748252626683);homeostasis.meta_threshold=Float(0.08141390416571263);curiosity.surprise_threshold=Float(0.04949235796078397);timing.refractory_period=Int(9)"
18,0.644066,967,Completed,"curiosity.scale=Float(0.2007825124870945);competition.strength=Float(0.22733626824974462);curiosity.habituation_rate=Float(0.943049311795982);homeostasis.target_firing_rate=Float(0.08584839188397127);learning.stdp_a_minus=Float(0.0175340619873102);timing.stdp_tau_minus=Float(21.70864654046219);learning.stdp_a_plus=Float(0.02390577141216625);network.initial_threshold=Float(0.22654615271057613);stp.use_fraction=Float(0.14208954989260286);learning.trace_increment=Float(0.17301939961570767);timing.eligibility_trace_tau=Float(241.91977374533187);homeostasis.homeo_interval=Int(5);energy.cost_fire_ratio=Float(0.04432780270332652);timing.stdp_tau_plus=Float(28.350442258722715);network.initial_exc_weight=Float(0.06144909462692427);timing.refractory_period=Int(8);learning.ltp_ltd_ratio=Float(2.0196107351266805);memory.tag_decay_rate=Float(0.013764297674122336);timing.stdp_window=Int(49);homeostasis.memory_alpha=Float(0.03756332476799453);homeostasis.meta_threshold=Float(0.08725705366517814);curiosity.surprise_threshold=Float(0.014910628586753884);predictive.state_learning_rate=Float(0.24087419348556413);learning.base_learning_rate=Float(0.04869213915469408);memory.dopamine_sensitivity=Float(3.855488894007981);network.initial_inh_weight=Float(0.7998390686930713);learning.istdp_rate=Float(0.0004384405403487479);memory.consolidation_rate=Float(0.000197980163269206);timing.stp_recovery_tau=Float(136.7396224841335);network.adaptive_threshold_multiplier=Float(2.3794444200767773);working_memory.capacity=Int(5);homeostasis.homeo_eta=Float(0.09000323719577938);energy.recovery_rate=Float(5.022212409419523);network.inhibitory_ratio=Float(0.23398364773811395);learning.weight_decay=Float(0.0045116538734854324);memory.weight_clamp=Float(2.3836145329716647)"
19,0.631489,871,Completed,"homeostasis.meta_threshold=Float(0.12816034970529386);curiosity.surprise_threshold=Float(0.019431279264956546);network.initial_inh_weight=Float(0.6469870179302494);learning.stdp_a_minus=Float(0.03567102632524237);memory.weight_clamp=Float(2.409991877481805);timing.refractory_period=Int(8);timing.stp_recovery_tau=Float(70.28105408425468);learning.stdp_a_plus=Float(0.03617490342030649);energy.cost_fire_ratio=Float(0.07316786976139243);stp.use_fraction=Float(0.15827500131173874);learning.base_learning_rate=Float(0.02234929801787932);homeostasis.homeo_eta=Float(0.14899102152534552);homeostasis.homeo_interval=Int(7);network.initial_exc_weight=Float(0.052993813413892366);predictive.state_learning_rate=Float(0.06406919760957108);timing.stdp_tau_plus=Float(31.552473146364203);working_memory.capacity=Int(4);timing.eligibility_trace_tau=Float(203.90691571028597);learning.ltp_ltd_ratio=Float(2.0244090904072882);learning.trace_increment=Float(0.061378884085309435);memory.consolidation_rate=Float(0.004600409505004159);network.adaptive_threshold_multiplier=Float(1.1878292391048348);curiosity.scale=Float(0.20056193585287826);homeostasis.target_firing_rate=Float(0.1294145011481397);memory.tag_decay_rate=Float(0.020944414826562726);timing.stdp_window=Int(28);learning.istdp_rate=Float(0.0017254490911787028);learning.weight_decay=Float(0.0047527518573293355);memory.dopamine_sensitivity=Float(4.293062968247818);network.inhibitory_ratio=Float(0.18061667449786717);timing.stdp_tau_minus=Float(13.613092386772179);curiosity.habituation_rate=Float(0.9375643319083761);energy.recovery_rate=Float(12.116965246181227);homeostasis.memory_alpha=Float(0.032593145224403854);competition.strength=Float(0.20436102433697345);network.initial_threshold=Float(0.26215342659553365)"
20,0.658863,1054,Completed,"energy.cost_fire_ratio=Float(0.07250007468333934);working_memory.capacity=Int(6);homeostasis.memory_alpha=Float(0.01575659059354956);learning.stdp_a_plus=Float(0.0470323668525164);memory.tag_decay_rate=Float(0.018566099551638147);curiosity.scale=Float(0.23965452400028114);network.inhibitory_ratio=Float(0.24411320231019365);learning.stdp_a_minus=Float(0.03387760512597803);learning.base_learning_rate=Float(0.028101043377560808);homeostasis.meta_threshold=Float(0.0770788709230439);homeostasis.homeo_eta=Float(0.08516505820564112);network.initial_exc_weight=Float(0.04564982567114054);memory.weight_clamp=Float(2.6215793466245705);learning.ltp_ltd_ratio=Float(1.7147813713445286);competition.strength=Float(0.2326733700308654);network.adaptive_threshold_multiplier=Float(2.4492488887508514);timing.stdp_tau_plus=Float(27.76268269348952);network.initial_inh_weight=Float(0.28145751254201345);timing.stp_recovery_tau=Float(136.34761944095317);curiosity.habituation_rate=Float(0.9443739189937185);learning.trace_increment=Float(0.160314173649604);timing.refractory_period=Int(9);energy.recovery_rate=Float(11.498952488065454);homeostasis.target_firing_rate=Float(0.13800211840495516);learning.istdp_rate=Float(0.00487552109329857);predictive.state_learning_rate=Float(0.23639831663723995);timing.stdp_window=Int(43);learning.weight_decay=Float(0.004819015020108552);memory.dopamine_sensitivity=Float(1.5681195926312637);curiosity.surprise_threshold=Float(0.04090589096185423);stp.use_fraction=Float(0.07510242484861576);homeostasis.homeo_interval=Int(9);network.initial_threshold=Float(0.28464034045688813);memory.consolidation_rate=Float(0.0012988002229711974);timing.stdp_tau_minus=Float(5.90308030855448);timing.eligibility_trace_tau=Float(272.74299408838687)"
21,0.655207,1603,Completed,"curiosity.surprise_threshold=Float(0.02078850597790175);learning.stdp_a_minus=Float(0.023575532834179593);homeostasis.memory_alpha=Float(0.034764240927706525);stp.use_fraction=Float(0.16057804643888446);learning.trace_increment=Float(0.0859207846424358);curiosity.scale=Float(0.13893794217355038);memory.dopamine_sensitivity=Float(4.719919176241364);homeostasis.target_firing_rate=Float(0.07610816746161043);memory.tag_decay_rate=Float(0.023223608438908964);homeostasis.homeo_interval=Int(5);learning.base_learning_rate=Float(0.02604682690115805);energy.cost_fire_ratio=Float(0.02448083633428459);network.initial_exc_weight=Float(0.06855944222969922);timing.stdp_tau_minus=Float(23.65769933877925);curiosity.habituation_rate=Float(0.9041070632387668);learning.weight_decay=Float(0.00162674232813221);network.initial_threshold=Float(0.2675053733791004);network.initial_inh_weight=Float(0.4956759336394434);timing.stp_recovery_tau=Float(171.5621892180206);learning.stdp_a_plus=Float(0.009920280483765594);learning.ltp_ltd_ratio=Float(2.4414840064573764);working_memory.capacity=Int(6);homeostasis.meta_threshold=Float(0.15720373774115082);timing.eligibility_trace_tau=Float(151.48662695462968);memory.consolidation_rate=Float(0.002171306733361284);timing.stdp_window=Int(51);predictive.state_learning_rate=Float(0.06426232684735729);learning.istdp_rate=Float(0.004732611126320579);timing.stdp_tau_plus=Float(50.93933427495401);energy.recovery_rate=Float(11.260819959049304);memory.weight_clamp=Float(2.6777902519511505);network.inhibitory_ratio=Float(0.22250128828978666);homeostasis.homeo_eta=Float(0.1496549900434108);timing.refractory_period=Int(9);network.adaptive_threshold_multiplier=Float(1.4471795861486298);competition.strength=Float(0.28681118660299365)"
22,0.635181,1201,Completed,"working_memory.capacity=Int(5);timing.stdp_tau_minus=Float(18.535791769050014);network.inhibitory_ratio=Float(0.24931355981373082);learning.trace_increment=Float(0.15349698815343366);memory.tag_decay_rate=Float(0.016493066675144497);curiosity.habituation_rate=Float(0.9406914147368379);energy.cost_fire_ratio=Float(0.07856675430866114);network.initial_threshold=Float(0.13131017043052945);competition.strength=Float(0.25175600781844837);memory.weight_clamp=Float(2.404647375784034);timing.refractory_period=Int(5);network.adaptive_threshold_multiplier=Float(1.191076237519988);stp.use_fraction=Float(0.12665713057542619);network.initial_exc_weight=Float(0.052802672126051664);timing.stdp_tau_plus=Float(20.775287731265482);network.initial_inh_weight=Float(0.6792440914966268);timing.stdp_window=Int(49);curiosity.scale=Float(0.16827237069566556);timing.eligibility_trace_tau=Float(101.02194894594652);energy.recovery_rate=Float(6.013003952105763);timing.stp_recovery_tau=Float(158.34537862295878);learning.stdp_a_minus=Float(0.04971911919902059);homeostasis.memory_alpha=Float(0.04774311040708402);curiosity.surprise_threshold=Float(0.03340089395302369);homeostasis.meta_threshold=Float(0.16904519024981307);learning.stdp_a_plus=Float(0.049825600560481104);homeostasis.homeo_interval=Int(7);predictive.state_learning_rate=Float(0.21183825937841047);learning.weight_decay=Float(0.0044011174591470316);learning.istdp_rate=Float(0.004724530336732168);learning.base_learning_rate=Float(0.006022237686445526);learning.ltp_ltd_ratio=Float(2.410662547780821);homeostasis.homeo_eta=Float(0.035005421136739996);memory.consolidation_rate=Float(0.0017187470006101643);memory.dopamine_sensitivity=Float(5.05139744818476);homeostasis.target_firing_rate=Float(0.07147447532542853)"
23,0.635619,936,Completed,"timing.stdp_window=Int(44);stp.use_fraction=Float(0.13858614591615884);homeostasis.memory_alpha=Float(0.05185016506976684);learning.weight_decay=Float(0.004209574327729543);network.initial_inh_weight=Float(0.2931709607115879);timing.stdp_tau_minus=Float(16.29027211370186);learning.istdp_rate=Float(0.004879731670273406);energy.recovery_rate=Float(12.240146058434654);curiosity.surprise_threshold=Float(0.025274396004684826);competition.strength=Float(0.286832110813547);timing.eligibility_trace_tau=Float(248.1535769179821);predictive.state_learning_rate=Float(0.07173105190781201);timing.stdp_tau_plus=Float(21.341304157707214);working_memory.capacity=Int(5);learning.stdp_a_plus=Float(0.027158591882595465);energy.cost_fire_ratio=Float(0.07674391601391692);memory.consolidation_rate=Float(0.00343588133073316);learning.trace_increment=Float(0.11625829475611875);homeostasis.target_firing_rate=Float(0.03663149487381603);memory.dopamine_sensitivity=Float(2.68370302340102);timing.stp_recovery_tau=Float(164.69805976718152);timing.refractory_period=Int(5);network.inhibitory_ratio=Float(0.20044284283659491);learning.base_learning_rate=Float(0.03013143545508651);curiosity.habituation_rate=Float(0.9438648892494069);network.initial_threshold=Float(0.14356504400343753);curiosity.scale=Float(0.1850458263501166);network.adaptive_threshold_multiplier=Float(1.4144980092333859);learning.ltp_ltd_ratio=Float(2.4287691461920664);network.initial_exc_weight=Float(0.044822541625430465);homeostasis.meta_threshold=Float(0.11180371467764577);memory.tag_decay_rate=Float(0.0247690756208657);homeostasis.homeo_interval=Int(8);homeostasis.homeo_eta=Float(0.18136186535269067);memory.weight_clamp=Float(2.5437583275008384);learning.stdp_a_minus=Float(0.018899735804158203)"
24,0.638079,1021,Completed,"competition.strength=Float(0.2674233585054575);homeostasis.homeo_eta=Float(0.2203240932268845);working_memory.capacity=Int(5);memory.consolidation_rate=Float(0.004127340736898441);learning.stdp_a_minus=Float(0.01853649021348369);learning.trace_increment=Float(0.14367191409544833);timing.stdp_tau_minus=Float(5.820246328557899);timing.refractory_period=Int(8);homeostasis.memory_alpha=Float(0.038192628095436984);network.initial_exc_weight=Float(0.05663581242473699);timing.eligibility_trace_tau=Float(157.3253770957993);curiosity.scale=Float(0.24869898069852475);timing.stdp_tau_plus=Float(47.767693695558165);timing.stdp_window=Int(26);curiosity.habituation_rate=Float(0.9297161064084424);energy.cost_fire_ratio=Float(0.03461308593037843);energy.recovery_rate=Float(11.398385095037145);homeostasis.meta_threshold=Float(0.1345371419760718);homeostasis.homeo_interval=Int(8);learning.istdp_rate=Float(0.003464555593292358);learning.stdp_a_plus=Float(0.020722614118764787);learning.weight_decay=Float(0.004525820392152718);network.initial_inh_weight=Float(0.5065081163324667);network.initial_threshold=Float(0.28155208867545056);memory.tag_decay_rate=Float(0.02377278794133402);stp.use_fraction=Float(0.17377305256057834);network.adaptive_threshold_multiplier=Float(1.7620022264919248);network.inhibitory_ratio=Float(0.21801201806357412);predictive.state_learning_rate=Float(0.05250734474568333);memory.weight_clamp=Float(1.9960744131813);learning.base_learning_rate=Float(0.015264988404527537);timing.stp_recovery_tau=Float(110.41644695457455);curiosity.surprise_threshold=Float(0.025596084559475093);learning.ltp_ltd_ratio=Float(1.9183583708755574);memory.dopamine_sensitivity=Float(4.54771209125121);homeostasis.target_firing_rate=Float(0.08333932266881208)"
25,0.614991,1149,Completed,"timing.stdp_window=Int(41);curiosity.habituation_rate=Float(0.947851641677984);energy.recovery_rate=Float(3.0726718870160803);timing.stdp_tau_plus=Float(39.0024339125963);memory.dopamine_sensitivity=Float(5.441769480109627);curiosity.scale=Float(0.19670897410873067);learning.stdp_a_minus=Float(0.044288032717138534);timing.refractory_period=Int(8);learning.base_learning_rate=Float(0.042481119616767656);stp.use_fraction=Float(0.1660643249438294);timing.eligibility_trace_tau=Float(135.17894093766319);timing.stdp_tau_minus=Float(14.88763333062819);predictive.state_learning_rate=Float(0.06276169675233813);working_memory.capacity=Int(5);homeostasis.target_firing_rate=Float(0.09841856142236352);learning.stdp_a_plus=Float(0.01926258776599136);competition.strength=Float(0.18910264011684402);network.initial_exc_weight=Float(0.08104963829299659);curiosity.surprise_threshold=Float(0.04428515738488296);network.adaptive_threshold_multiplier=Float(1.6905482862355532);energy.cost_fire_ratio=Float(0.038500915013370315);network.initial_threshold=Float(0.23492080218506065);homeostasis.memory_alpha=Float(0.04415168835063271);memory.consolidation_rate=Float(0.0006942553650108761);homeostasis.homeo_eta=Float(0.12636434694667448);learning.trace_increment=Float(0.13979680012906825);learning.ltp_ltd_ratio=Float(1.6539829845200253);learning.weight_decay=Float(0.0024379551966669864);memory.weight_clamp=Float(2.300835820217811);timing.stp_recovery_tau=Float(68.74315483000669);learning.istdp_rate=Float(0.004066853954728426);network.initial_inh_weight=Float(0.7196919129275929);memory.tag_decay_rate=Float(0.0190348747125908);network.inhibitory_ratio=Float(0.2261186305494324);homeostasis.meta_threshold=Float(0.13175424569792912);homeostasis.homeo_interval=Int(5)"
