trial,score,duration_ms,status,config
81,0.627014,898,Completed,"network.inhibitory_ratio=Float(0.20598210715828047);learning.stdp_a_plus=Float(0.009369029580235722);learning.weight_decay=Float(0.004393921038651354);predictive.state_learning_rate=Float(0.06761099626021715);memory.capture_threshold=Float(0.14192340735856523);sleep.interval=Int(4310);timing.stdp_window=Int(36);network.initial_inh_weight=Float(0.33992535784838845);learning.istdp_rate=Float(0.0005585312254164674);learning.trace_increment=Float(0.11532132889035189);homeostasis.meta_threshold=Float(0.1649187185487055);energy.plasticity_cost_factor=Float(0.0680798166869394);homeostasis.meta_alpha=Float(0.004520857054861462);homeostasis.homeo_interval=Int(2);memory.weight_clamp=Float(2.459408043292213);competition.interval=Int(12);learning.base_learning_rate=Float(0.021218464822792094);curiosity.scale=Float(0.13598318054247255);timing.stdp_tau_minus=Float(26.934445432139196);energy.max_energy=Float(63.629361873871964);memory.consolidation_rate=Float(0.0048408276217851865);network.adaptive_threshold_multiplier=Float(1.2162804432949705);homeostasis.target_firing_rate=Float(0.07059640515143899);curiosity.habituation_rate=Float(0.9476424965117226);competition.strength=Float(0.1640747743807907);homeostasis.memory_alpha=Float(0.03788371925309387);memory.tag_decay_rate=Float(0.016625561447959757);curiosity.surprise_threshold=Float(0.04851222947577766);memory.dopamine_sensitivity=Float(2.092653060353513);stp.use_fraction=Float(0.0975756417255792);timing.stp_recovery_tau=Float(80.87059030795251);learning.stdp_a_minus=Float(0.003238493506153695);learning.ltp_ltd_ratio=Float(1.1966938162680467);energy.recovery_rate=Float(10.9354092427379);predictive.inference_iterations=Int(2);working_memory.capacity=Int(4);homeostasis.homeo_eta=Float(0.1520997360539855);working_memory.decay_rate=Float(0.05015995831698178);network.initial_threshold=Float(0.1831499657787266);sleep.replay_noise=Float(0.0260827728398337);network.initial_exc_weight=Float(0.06710564530620018);timing.refractory_period=Int(10);energy.cost_fire_ratio=Float(0.03196642422163077);timing.eligibility_trace_tau=Float(158.0637549767419);timing.stdp_tau_plus=Float(10.499464701977434);working_memory.recurrent_strength=Float(0.7213972509306383)"
82,0.648065,703,Completed,"energy.cost_fire_ratio=Float(0.028363482509358662);learning.trace_increment=Float(0.17095247025623744);curiosity.surprise_threshold=Float(0.04006739657420372);memory.tag_decay_rate=Float(0.01453616585804526);homeostasis.target_firing_rate=Float(0.08478173929610797);energy.max_energy=Float(95.52996124735334);energy.recovery_rate=Float(3.444719417589884);learning.base_learning_rate=Float(0.016481379388012314);sleep.interval=Int(2568);network.initial_exc_weight=Float(0.06804960346968136);memory.consolidation_rate=Float(0.00045960501601444674);network.inhibitory_ratio=Float(0.1302473247121664);memory.capture_threshold=Float(0.10634334230710366);stp.use_fraction=Float(0.10985830277434044);timing.eligibility_trace_tau=Float(210.80225199945323);learning.weight_decay=Float(0.0010447858166729067);learning.ltp_ltd_ratio=Float(1.3562193101635713);network.adaptive_threshold_multiplier=Float(1.1280010027410465);homeostasis.meta_threshold=Float(0.07680978243630607);curiosity.scale=Float(0.24971422062714452);competition.interval=Int(11);homeostasis.homeo_eta=Float(0.03064996415997156);competition.strength=Float(0.17546047802908823);learning.istdp_rate=Float(0.004076427401387233);learning.stdp_a_minus=Float(0.001656870601153204);network.initial_inh_weight=Float(0.41801675686566553);predictive.inference_iterations=Int(5);memory.weight_clamp=Float(2.1529967508169348);sleep.replay_noise=Float(0.03922045526076585);learning.stdp_a_plus=Float(0.0018257103822719562);curiosity.habituation_rate=Float(0.9179034562962837);timing.refractory_period=Int(4);homeostasis.memory_alpha=Float(0.02572553740016314);timing.stdp_tau_plus=Float(50.01913212705849);timing.stdp_window=Int(52);timing.stdp_tau_minus=Float(22.875135081791118);timing.stp_recovery_tau=Float(120.25953447917931);working_memory.capacity=Int(5);working_memory.decay_rate=Float(0.030359574921978542);predictive.state_learning_rate=Float(0.057794640848365296);energy.plasticity_cost_factor=Float(0.08953128390003258);homeostasis.homeo_interval=Int(7);memory.dopamine_sensitivity=Float(4.4870500095391295);working_memory.recurrent_strength=Float(0.6720186863145834);network.initial_threshold=Float(0.15301588896033724);homeostasis.meta_alpha=Float(0.011734803106574064)"
83,0.637245,685,Completed,"network.initial_exc_weight=Float(0.07811332951255918);homeostasis.memory_alpha=Float(0.020846831719588215);curiosity.surprise_threshold=Float(0.015541457679248753);competition.strength=Float(0.21936439092256232);timing.stdp_tau_plus=Float(24.719467874318237);homeostasis.homeo_eta=Float(0.022454119881720774);learning.stdp_a_minus=Float(0.03315812896056057);memory.dopamine_sensitivity=Float(3.2428595850343958);timing.eligibility_trace_tau=Float(75.72711436676958);timing.stdp_window=Int(53);homeostasis.homeo_interval=Int(2);network.inhibitory_ratio=Float(0.11828417126515046);timing.refractory_period=Int(5);curiosity.habituation_rate=Float(0.9090672753739794);learning.ltp_ltd_ratio=Float(1.5196865134685502);memory.tag_decay_rate=Float(0.025116608034846517);timing.stdp_tau_minus=Float(5.3502184933401224);energy.recovery_rate=Float(9.4890036900735);working_memory.recurrent_strength=Float(0.6841645240746821);stp.use_fraction=Float(0.1601115405001006);learning.weight_decay=Float(0.0004440744318310345);network.adaptive_threshold_multiplier=Float(1.9259789876933162);energy.max_energy=Float(119.64300978454831);network.initial_inh_weight=Float(0.7281924640825466);homeostasis.meta_threshold=Float(0.12687238896658468);curiosity.scale=Float(0.20584350718321362);competition.interval=Int(6);learning.base_learning_rate=Float(0.036951759708102744);energy.plasticity_cost_factor=Float(0.0945247883662872);learning.stdp_a_plus=Float(0.018666357051270635);energy.cost_fire_ratio=Float(0.04841935941447023);learning.trace_increment=Float(0.097209190099316);homeostasis.meta_alpha=Float(0.022801745527843423);homeostasis.target_firing_rate=Float(0.04324413808836698);memory.capture_threshold=Float(0.16701844117301945);predictive.state_learning_rate=Float(0.18081823844248854);sleep.replay_noise=Float(0.10378714660037941);working_memory.capacity=Int(4);learning.istdp_rate=Float(0.00479828336283059);network.initial_threshold=Float(0.22038347370000172);timing.stp_recovery_tau=Float(148.33487253597352);sleep.interval=Int(660);working_memory.decay_rate=Float(0.02251877017610678);predictive.inference_iterations=Int(4);memory.weight_clamp=Float(2.2813758862394318);memory.consolidation_rate=Float(0.004560112809799639)"
84,0.645826,744,Completed,"learning.ltp_ltd_ratio=Float(1.0498868979164135);curiosity.surprise_threshold=Float(0.04011460366032892);learning.base_learning_rate=Float(0.01394090488505105);predictive.inference_iterations=Int(3);curiosity.habituation_rate=Float(0.9222559740748852);working_memory.capacity=Int(5);sleep.replay_noise=Float(0.07040209824461538);timing.stp_recovery_tau=Float(139.9258379568173);homeostasis.meta_threshold=Float(0.17274204517545694);energy.plasticity_cost_factor=Float(0.09083475407698069);competition.interval=Int(5);homeostasis.homeo_eta=Float(0.1091730125735451);homeostasis.memory_alpha=Float(0.03146465160452403);energy.recovery_rate=Float(7.274685769871503);sleep.interval=Int(983);working_memory.decay_rate=Float(0.017190033151346734);learning.trace_increment=Float(0.12997870097867648);timing.refractory_period=Int(4);homeostasis.homeo_interval=Int(10);network.initial_exc_weight=Float(0.053356836834772686);energy.max_energy=Float(115.50416747701917);predictive.state_learning_rate=Float(0.027049121828062718);energy.cost_fire_ratio=Float(0.037957135193971245);learning.stdp_a_minus=Float(0.0025570525775097898);homeostasis.meta_alpha=Float(0.02220931251188957);learning.stdp_a_plus=Float(0.0352898649634537);memory.capture_threshold=Float(0.1311977697492572);memory.consolidation_rate=Float(0.00010105085324054837);memory.dopamine_sensitivity=Float(2.2113367901675725);network.adaptive_threshold_multiplier=Float(1.1658060630238163);learning.weight_decay=Float(0.0014429174852936804);timing.stdp_tau_plus=Float(52.39568274291132);network.initial_inh_weight=Float(0.16641708562765667);timing.eligibility_trace_tau=Float(150.05933929934616);learning.istdp_rate=Float(0.0009241704998827006);timing.stdp_tau_minus=Float(14.35954154803407);curiosity.scale=Float(0.1134202917859471);memory.tag_decay_rate=Float(0.012351042146643402);memory.weight_clamp=Float(2.797782667399799);stp.use_fraction=Float(0.10472292315790499);timing.stdp_window=Int(50);network.initial_threshold=Float(0.1297122451545932);homeostasis.target_firing_rate=Float(0.06908504414816505);network.inhibitory_ratio=Float(0.14546020222954922);working_memory.recurrent_strength=Float(0.5654593093473137);competition.strength=Float(0.2976378802670254)"
85,0.620769,1369,Completed,"homeostasis.homeo_interval=Int(4);timing.eligibility_trace_tau=Float(270.36277634798614);sleep.replay_noise=Float(0.08840557452021296);timing.stdp_tau_plus=Float(40.826632762520255);homeostasis.homeo_eta=Float(0.20310204548833474);energy.cost_fire_ratio=Float(0.03422392309276012);energy.plasticity_cost_factor=Float(0.02058008391656449);predictive.inference_iterations=Int(1);learning.istdp_rate=Float(0.0001832217094449377);energy.recovery_rate=Float(8.560648944126592);stp.use_fraction=Float(0.07344081452429313);learning.trace_increment=Float(0.1586074624579883);working_memory.decay_rate=Float(0.052282826499380826);learning.base_learning_rate=Float(0.0396336129809808);learning.weight_decay=Float(0.0011180946626090666);learning.stdp_a_minus=Float(0.009246868251181876);timing.refractory_period=Int(2);working_memory.capacity=Int(4);sleep.interval=Int(936);curiosity.scale=Float(0.24049388704367308);network.initial_inh_weight=Float(0.6623457988636441);timing.stdp_window=Int(21);homeostasis.meta_threshold=Float(0.1293226310236665);memory.consolidation_rate=Float(0.0038414431075196346);memory.tag_decay_rate=Float(0.018669358682508897);network.adaptive_threshold_multiplier=Float(0.8306649025368189);network.initial_exc_weight=Float(0.05129057876330116);homeostasis.target_firing_rate=Float(0.09852752377011988);learning.ltp_ltd_ratio=Float(2.390728510774376);memory.weight_clamp=Float(1.3148434749606166);competition.interval=Int(10);timing.stdp_tau_minus=Float(8.147193669142945);curiosity.surprise_threshold=Float(0.045571115241518974);learning.stdp_a_plus=Float(0.036712602215519315);network.initial_threshold=Float(0.2611307645591746);competition.strength=Float(0.2407908584319034);predictive.state_learning_rate=Float(0.20299097892665094);working_memory.recurrent_strength=Float(0.5258230648412888);energy.max_energy=Float(97.7426755236794);homeostasis.memory_alpha=Float(0.04854080115643814);homeostasis.meta_alpha=Float(0.009645894816528517);memory.capture_threshold=Float(0.09067161965432383);network.inhibitory_ratio=Float(0.18691658479788265);timing.stp_recovery_tau=Float(113.15825392099988);memory.dopamine_sensitivity=Float(3.1954243015952932);curiosity.habituation_rate=Float(0.9360622455405682)"
86,0.654622,628,Completed,"timing.refractory_period=Int(7);curiosity.habituation_rate=Float(0.9447495382495107);homeostasis.homeo_interval=Int(7);curiosity.scale=Float(0.1751011572720253);homeostasis.memory_alpha=Float(0.027359419849784912);network.initial_threshold=Float(0.2688466361185644);predictive.state_learning_rate=Float(0.20532541796689047);homeostasis.meta_threshold=Float(0.1360658800429818);competition.strength=Float(0.161319791726144);learning.istdp_rate=Float(0.0026893917043668667);learning.stdp_a_plus=Float(0.011289689360486736);learning.weight_decay=Float(0.0008048679364414113);timing.stdp_tau_minus=Float(23.335483516178904);timing.stdp_tau_plus=Float(39.364479679932);homeostasis.homeo_eta=Float(0.09045221226998888);learning.trace_increment=Float(0.09921050027460104);energy.cost_fire_ratio=Float(0.0799988521053453);memory.dopamine_sensitivity=Float(2.764559586710427);network.adaptive_threshold_multiplier=Float(0.7486388573303444);predictive.inference_iterations=Int(3);network.initial_exc_weight=Float(0.07551173175347776);sleep.interval=Int(3025);stp.use_fraction=Float(0.11336405531348755);memory.consolidation_rate=Float(0.0002059627104564483);timing.eligibility_trace_tau=Float(214.7017890156018);memory.capture_threshold=Float(0.17011940442494103);working_memory.recurrent_strength=Float(0.5805206388422569);learning.stdp_a_minus=Float(0.034344814462434696);memory.weight_clamp=Float(1.300662241014806);working_memory.decay_rate=Float(0.04862051837579825);energy.max_energy=Float(85.78916482762182);homeostasis.target_firing_rate=Float(0.07944106488708431);network.inhibitory_ratio=Float(0.2131385081245421);working_memory.capacity=Int(3);timing.stp_recovery_tau=Float(104.73779230488879);learning.base_learning_rate=Float(0.049249700889515156);network.initial_inh_weight=Float(0.5792057641966282);sleep.replay_noise=Float(0.08396293463510529);memory.tag_decay_rate=Float(0.009413379706305774);curiosity.surprise_threshold=Float(0.005870611658522536);energy.recovery_rate=Float(5.179824934382882);homeostasis.meta_alpha=Float(0.004716700559648849);competition.interval=Int(12);learning.ltp_ltd_ratio=Float(1.5927616845799522);timing.stdp_window=Int(19);energy.plasticity_cost_factor=Float(0.02366545185066421)"
87,0.650405,1786,Completed,"network.initial_exc_weight=Float(0.06902984444029393);memory.dopamine_sensitivity=Float(4.946539439248513);competition.strength=Float(0.22288178543627304);energy.cost_fire_ratio=Float(0.07578226348985505);homeostasis.homeo_eta=Float(0.21731402654603915);homeostasis.meta_alpha=Float(0.0011497192425070609);learning.stdp_a_minus=Float(0.011772803358215095);network.inhibitory_ratio=Float(0.12685864014245074);memory.capture_threshold=Float(0.08819042218108439);predictive.state_learning_rate=Float(0.23018667521425212);working_memory.capacity=Int(4);working_memory.decay_rate=Float(0.02353967144003596);working_memory.recurrent_strength=Float(0.5221765389251933);sleep.replay_noise=Float(0.06375201641902141);homeostasis.memory_alpha=Float(0.013285083315168759);learning.weight_decay=Float(0.004828268984576749);homeostasis.meta_threshold=Float(0.07375712263718182);predictive.inference_iterations=Int(5);energy.plasticity_cost_factor=Float(0.03188418982361541);energy.recovery_rate=Float(5.358365579591683);timing.refractory_period=Int(1);learning.stdp_a_plus=Float(0.030135581800280045);memory.consolidation_rate=Float(0.00488490373473263);memory.tag_decay_rate=Float(0.011236497981994529);curiosity.habituation_rate=Float(0.9437834278563465);curiosity.scale=Float(0.21503823484877083);network.initial_threshold=Float(0.11083555324255386);homeostasis.homeo_interval=Int(3);learning.istdp_rate=Float(0.00318416992942434);memory.weight_clamp=Float(2.1812337891155);network.initial_inh_weight=Float(0.10873630284535148);network.adaptive_threshold_multiplier=Float(0.7126412381680313);timing.stdp_tau_plus=Float(33.86935678633614);timing.stdp_window=Int(41);timing.eligibility_trace_tau=Float(265.5525521527865);sleep.interval=Int(4956);homeostasis.target_firing_rate=Float(0.05283320635157479);timing.stdp_tau_minus=Float(21.581437497302293);learning.base_learning_rate=Float(0.0301835509501825);curiosity.surprise_threshold=Float(0.021506644077251353);stp.use_fraction=Float(0.05108194130032369);timing.stp_recovery_tau=Float(119.60538141885898);energy.max_energy=Float(91.94975036474636);competition.interval=Int(9);learning.ltp_ltd_ratio=Float(1.2769853366252466);learning.trace_increment=Float(0.16938302471986577)"
88,0.649435,675,Completed,"timing.stdp_tau_plus=Float(12.029667229398541);timing.stdp_window=Int(13);network.initial_threshold=Float(0.2542756173187577);timing.stp_recovery_tau=Float(125.09835316452624);timing.refractory_period=Int(5);memory.dopamine_sensitivity=Float(4.393056225355961);working_memory.decay_rate=Float(0.03554309620767438);learning.trace_increment=Float(0.13153304348968273);network.adaptive_threshold_multiplier=Float(1.9970286446616585);homeostasis.meta_threshold=Float(0.057590583527365374);network.initial_inh_weight=Float(0.7172297596505912);predictive.inference_iterations=Int(4);memory.tag_decay_rate=Float(0.002977236325614442);learning.stdp_a_minus=Float(0.019030494248035944);working_memory.recurrent_strength=Float(0.606135938201597);learning.base_learning_rate=Float(0.0061903646390862686);homeostasis.homeo_interval=Int(5);homeostasis.target_firing_rate=Float(0.13911425064064428);timing.eligibility_trace_tau=Float(218.64064847320333);homeostasis.memory_alpha=Float(0.010955448568788228);memory.capture_threshold=Float(0.1720195772759662);curiosity.scale=Float(0.09668088962246685);curiosity.surprise_threshold=Float(0.042954830041144705);network.initial_exc_weight=Float(0.028603808721202384);working_memory.capacity=Int(7);sleep.interval=Int(4621);homeostasis.homeo_eta=Float(0.10477925350535178);competition.interval=Int(7);energy.plasticity_cost_factor=Float(0.058523849239229195);memory.weight_clamp=Float(2.2757505721588966);network.inhibitory_ratio=Float(0.11905782029942094);curiosity.habituation_rate=Float(0.9383989109602754);homeostasis.meta_alpha=Float(0.012875022953347075);learning.istdp_rate=Float(0.00449509280270317);learning.weight_decay=Float(0.002097807262348432);predictive.state_learning_rate=Float(0.17717567197912737);timing.stdp_tau_minus=Float(18.204115931457867);memory.consolidation_rate=Float(0.00307559123180704);energy.max_energy=Float(86.15573992397537);sleep.replay_noise=Float(0.0935762595160809);energy.cost_fire_ratio=Float(0.04877306641982241);competition.strength=Float(0.21888831791442082);stp.use_fraction=Float(0.1696934092137249);learning.stdp_a_plus=Float(0.03184790741369312);energy.recovery_rate=Float(4.046717800909355);learning.ltp_ltd_ratio=Float(1.9195052485259962)"
89,0.662259,832,Completed,"memory.capture_threshold=Float(0.09848278862156039);timing.stdp_tau_minus=Float(24.59887430760983);working_memory.decay_rate=Float(0.02709752114771342);homeostasis.homeo_interval=Int(2);learning.trace_increment=Float(0.13040755959935663);learning.weight_decay=Float(0.004795338209531115);memory.consolidation_rate=Float(0.003910208572449677);network.initial_threshold=Float(0.23069829720321539);homeostasis.target_firing_rate=Float(0.07202207393991343);sleep.replay_noise=Float(0.033188672383126956);predictive.state_learning_rate=Float(0.16622532563196155);learning.stdp_a_minus=Float(0.03929558784963926);energy.max_energy=Float(51.55368193554545);memory.tag_decay_rate=Float(0.007537672781277838);energy.plasticity_cost_factor=Float(0.07323867819580218);energy.recovery_rate=Float(11.859585447902695);learning.istdp_rate=Float(0.0035644118865403376);timing.stdp_tau_plus=Float(24.613135700256827);learning.stdp_a_plus=Float(0.019580755074876537);timing.refractory_period=Int(6);timing.stdp_window=Int(28);memory.weight_clamp=Float(2.516487404125856);energy.cost_fire_ratio=Float(0.05840344883231526);network.adaptive_threshold_multiplier=Float(2.6177482053445997);sleep.interval=Int(732);homeostasis.meta_alpha=Float(0.010237503736335203);network.initial_inh_weight=Float(0.22107879252198123);timing.stp_recovery_tau=Float(120.2003406058532);working_memory.recurrent_strength=Float(0.7126981424895809);working_memory.capacity=Int(5);predictive.inference_iterations=Int(5);curiosity.scale=Float(0.2515843915710189);stp.use_fraction=Float(0.1734743413802875);curiosity.habituation_rate=Float(0.9269087505368303);memory.dopamine_sensitivity=Float(2.368654170159403);curiosity.surprise_threshold=Float(0.009474039875779775);competition.strength=Float(0.2794956668697986);competition.interval=Int(8);homeostasis.memory_alpha=Float(0.022422850080165743);homeostasis.meta_threshold=Float(0.16766675478258794);homeostasis.homeo_eta=Float(0.24214172133294443);learning.ltp_ltd_ratio=Float(2.4764816932092613);network.inhibitory_ratio=Float(0.16979034069687837);network.initial_exc_weight=Float(0.03247436911623794);learning.base_learning_rate=Float(0.025475618874764915);timing.eligibility_trace_tau=Float(229.11287466509103)"
90,0.625707,757,Completed,"learning.stdp_a_plus=Float(0.011905778035965233);learning.trace_increment=Float(0.08789978760478548);homeostasis.target_firing_rate=Float(0.04013704997257726);sleep.replay_noise=Float(0.08075284245208669);timing.stdp_tau_plus=Float(27.608653425147907);working_memory.decay_rate=Float(0.010345457329029556);memory.tag_decay_rate=Float(0.016339167478340487);competition.interval=Int(8);homeostasis.homeo_eta=Float(0.24434698489363002);learning.ltp_ltd_ratio=Float(1.7905833725329916);predictive.inference_iterations=Int(4);network.inhibitory_ratio=Float(0.11811264427800493);curiosity.habituation_rate=Float(0.9091766387061627);homeostasis.meta_alpha=Float(0.018399127431772445);timing.eligibility_trace_tau=Float(115.69116567626855);learning.istdp_rate=Float(0.004086579231425789);memory.dopamine_sensitivity=Float(3.946800607477036);timing.stdp_tau_minus=Float(15.057767807752306);energy.plasticity_cost_factor=Float(0.016587880793164457);learning.base_learning_rate=Float(0.020327079599333713);competition.strength=Float(0.29841491631195294);homeostasis.meta_threshold=Float(0.117145239519222);learning.weight_decay=Float(0.000677132402452904);energy.recovery_rate=Float(12.642158641396593);curiosity.surprise_threshold=Float(0.016812358316456052);energy.cost_fire_ratio=Float(0.05962085605357328);energy.max_energy=Float(115.24040700524124);homeostasis.memory_alpha=Float(0.050431784141210786);memory.consolidation_rate=Float(0.0002087474668186036);learning.stdp_a_minus=Float(0.04886901099720714);memory.capture_threshold=Float(0.057300124796410126);network.adaptive_threshold_multiplier=Float(1.906509569009419);network.initial_exc_weight=Float(0.027030905586907385);network.initial_inh_weight=Float(0.34656621144306055);network.initial_threshold=Float(0.2778398772184364);memory.weight_clamp=Float(1.0313532594664379);curiosity.scale=Float(0.0546154838624912);predictive.state_learning_rate=Float(0.11291315914432358);stp.use_fraction=Float(0.08410883027457372);homeostasis.homeo_interval=Int(2);timing.refractory_period=Int(6);timing.stp_recovery_tau=Float(91.16572900469549);timing.stdp_window=Int(33);working_memory.capacity=Int(5);sleep.interval=Int(4901);working_memory.recurrent_strength=Float(0.6133224494437041)"
91,0.611769,1236,Completed,"memory.capture_threshold=Float(0.05711196166395954);energy.plasticity_cost_factor=Float(0.05221600341662206);timing.stdp_tau_minus=Float(21.78093773121502);learning.stdp_a_plus=Float(0.0021413164183360796);stp.use_fraction=Float(0.15035814673182513);learning.ltp_ltd_ratio=Float(2.292927624958783);working_memory.decay_rate=Float(0.04925598805752955);learning.base_learning_rate=Float(0.04457600961359591);competition.strength=Float(0.19802604012610997);curiosity.habituation_rate=Float(0.9327744797171965);energy.cost_fire_ratio=Float(0.014102294809208785);learning.trace_increment=Float(0.11068114472103333);network.initial_threshold=Float(0.2537368704922816);predictive.inference_iterations=Int(3);sleep.replay_noise=Float(0.10224982237728542);energy.max_energy=Float(112.49473130155698);learning.weight_decay=Float(0.0028012978314238828);predictive.state_learning_rate=Float(0.23257346593369113);timing.eligibility_trace_tau=Float(153.7159026492657);learning.stdp_a_minus=Float(0.01052245059831125);memory.tag_decay_rate=Float(0.0038101536694006423);competition.interval=Int(7);network.adaptive_threshold_multiplier=Float(2.5463964436311266);homeostasis.homeo_eta=Float(0.1805880565942703);memory.dopamine_sensitivity=Float(2.816174631895538);network.initial_inh_weight=Float(0.4248694788489652);timing.stdp_tau_plus=Float(36.023901297250745);timing.stdp_window=Int(19);timing.stp_recovery_tau=Float(154.48604085354276);working_memory.capacity=Int(4);sleep.interval=Int(3024);curiosity.scale=Float(0.14350267820374638);curiosity.surprise_threshold=Float(0.015815482061779004);energy.recovery_rate=Float(11.545132918875929);homeostasis.meta_alpha=Float(0.012131816690585533);network.initial_exc_weight=Float(0.08316995007991092);timing.refractory_period=Int(2);homeostasis.target_firing_rate=Float(0.09938324018600007);working_memory.recurrent_strength=Float(0.6526154772268178);homeostasis.meta_threshold=Float(0.07806361142500853);memory.consolidation_rate=Float(0.004325706654979314);homeostasis.memory_alpha=Float(0.01122788934298509);network.inhibitory_ratio=Float(0.19506510386594225);memory.weight_clamp=Float(2.110603968871432);homeostasis.homeo_interval=Int(6);learning.istdp_rate=Float(0.0012640262807868483)"
92,0.628433,768,Completed,"homeostasis.meta_threshold=Float(0.14270842817907883);learning.ltp_ltd_ratio=Float(1.176198071608366);network.adaptive_threshold_multiplier=Float(2.386634921628664);homeostasis.homeo_eta=Float(0.046560732935685835);network.inhibitory_ratio=Float(0.24763938271152774);working_memory.decay_rate=Float(0.033030054635142456);learning.weight_decay=Float(0.0005065622599647758);curiosity.surprise_threshold=Float(0.013291855988859166);competition.interval=Int(10);timing.stdp_window=Int(19);network.initial_exc_weight=Float(0.057445558504538044);network.initial_threshold=Float(0.10204241257208456);predictive.inference_iterations=Int(2);sleep.interval=Int(3613);timing.refractory_period=Int(4);homeostasis.meta_alpha=Float(0.006390656759587735);learning.stdp_a_minus=Float(0.046670720487057865);network.initial_inh_weight=Float(0.532055978950126);stp.use_fraction=Float(0.051750923693587754);timing.stdp_tau_minus=Float(25.012474835387543);working_memory.capacity=Int(3);working_memory.recurrent_strength=Float(0.6356277442503785);learning.stdp_a_plus=Float(0.008038343551810446);learning.trace_increment=Float(0.0866313336502368);memory.weight_clamp=Float(2.4916719872252253);timing.stp_recovery_tau=Float(165.37672820626216);homeostasis.target_firing_rate=Float(0.07043247685777779);learning.istdp_rate=Float(0.00045844292695597816);learning.base_learning_rate=Float(0.011666015175093435);memory.consolidation_rate=Float(0.0031459114787974187);timing.stdp_tau_plus=Float(31.34889637384305);curiosity.habituation_rate=Float(0.9351330778030988);homeostasis.memory_alpha=Float(0.033326343400014176);memory.tag_decay_rate=Float(0.00682116003935718);sleep.replay_noise=Float(0.08334052838230052);timing.eligibility_trace_tau=Float(107.43124978789857);energy.plasticity_cost_factor=Float(0.0893640303377444);memory.capture_threshold=Float(0.12218182432050394);memory.dopamine_sensitivity=Float(2.2897780200675544);predictive.state_learning_rate=Float(0.0401973021612962);energy.cost_fire_ratio=Float(0.03282766667726162);homeostasis.homeo_interval=Int(8);curiosity.scale=Float(0.20838049950506085);competition.strength=Float(0.1411047947688738);energy.max_energy=Float(113.34109484761512);energy.recovery_rate=Float(8.729622853856913)"
93,0.644750,662,Completed,"timing.stdp_tau_plus=Float(51.801758015482164);working_memory.decay_rate=Float(0.012108440077190391);homeostasis.target_firing_rate=Float(0.031615651529658506);competition.strength=Float(0.10111199729170464);learning.stdp_a_plus=Float(0.028700470583443643);predictive.state_learning_rate=Float(0.12826034525136007);sleep.interval=Int(4746);timing.stdp_window=Int(24);learning.stdp_a_minus=Float(0.009975317342433919);memory.tag_decay_rate=Float(0.00659474114598584);timing.refractory_period=Int(9);homeostasis.meta_alpha=Float(0.0032454715099291577);curiosity.surprise_threshold=Float(0.0465163659338179);memory.dopamine_sensitivity=Float(2.1923202991467714);competition.interval=Int(9);network.adaptive_threshold_multiplier=Float(1.3107059709287028);timing.eligibility_trace_tau=Float(125.12216440521232);memory.weight_clamp=Float(2.1018823024588364);working_memory.capacity=Int(5);homeostasis.memory_alpha=Float(0.04485430525146757);learning.weight_decay=Float(0.00010209687613698117);timing.stp_recovery_tau=Float(158.5325502461131);curiosity.scale=Float(0.09704319427419528);energy.max_energy=Float(120.22272847132355);energy.plasticity_cost_factor=Float(0.045372390098723674);homeostasis.meta_threshold=Float(0.14031086702372667);network.inhibitory_ratio=Float(0.17073665875260174);memory.consolidation_rate=Float(0.0032143317664773976);timing.stdp_tau_minus=Float(10.51962651790111);learning.trace_increment=Float(0.12473131323343406);energy.cost_fire_ratio=Float(0.01820973559473868);sleep.replay_noise=Float(0.061581099126856095);network.initial_inh_weight=Float(0.7116605286513595);learning.istdp_rate=Float(0.0024360835442170693);curiosity.habituation_rate=Float(0.9114163896717169);learning.base_learning_rate=Float(0.029501039061579165);memory.capture_threshold=Float(0.06923957979754536);stp.use_fraction=Float(0.06962094358625379);energy.recovery_rate=Float(6.679466055165852);working_memory.recurrent_strength=Float(0.7159918297817911);learning.ltp_ltd_ratio=Float(2.1006493729307896);network.initial_exc_weight=Float(0.0768029636346742);network.initial_threshold=Float(0.265772614852938);homeostasis.homeo_interval=Int(9);homeostasis.homeo_eta=Float(0.06745846328964887);predictive.inference_iterations=Int(4)"
